ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980590411	 	3.3.1
USER	Login Test - Carga Pico	621	START	1759980616693	1759980616693
USER	Login Test - Carga Normal	606	START	1759980616724	1759980616724
REQUEST	579		Login Request	1759980616336	1759980616728	OK	 
USER	Login Test - Carga Normal	579	END	1759980616336	1759980616728
USER	Login Test - Carga Pico	622	START	1759980616739	1759980616739
REQUEST	602		Login Request	1759980616414	1759980616750	OK	 
USER	Login Test - Carga Pico	602	END	1759980616414	1759980616750
USER	Login Test - Carga Pico	623	START	1759980616774	1759980616774
REQUEST	603		Login Request	1759980616494	1759980616776	OK	 
USER	Login Test - Carga Normal	603	END	1759980616494	1759980616776
USER	Login Test - Carga Normal	607	START	1759980616804	1759980616804
REQUEST	580		Login Request	1759980616414	1759980616806	OK	 
USER	Login Test - Carga Normal	580	END	1759980616414	1759980616806
USER	Login Test - Carga Pico	624	START	1759980616830	1759980616830
REQUEST	618		Login Request	1759980616555	1759980616840	OK	 
USER	Login Test - Carga Pico	618	END	1759980616554	1759980616841
USER	Login Test - Carga Normal	608	START	1759980616875	1759980616875
USER	Login Test - Carga Pico	625	START	1759980616875	1759980616875
REQUEST	617		Login Request	1759980616508	1759980616884	OK	 
USER	Login Test - Carga Pico	617	END	1759980616507	1759980616884
REQUEST	604		Login Request	1759980616571	1759980616910	OK	 
USER	Login Test - Carga Normal	604	END	1759980616570	1759980616911
USER	Login Test - Carga Pico	626	START	1759980616920	1759980616920
USER	Login Test - Carga Normal	609	START	1759980616954	1759980616954
USER	Login Test - Carga Pico	627	START	1759980616966	1759980616966
REQUEST	616		Login Request	1759980616464	1759980616975	OK	 
USER	Login Test - Carga Pico	616	END	1759980616464	1759980616976
REQUEST	605		Login Request	1759980616647	1759980616981	OK	 
USER	Login Test - Carga Normal	605	END	1759980616647	1759980616982
REQUEST	620		Login Request	1759980616648	1759980616985	OK	 
USER	Login Test - Carga Pico	620	END	1759980616647	1759980616985
REQUEST	619		Login Request	1759980616601	1759980616994	OK	 
USER	Login Test - Carga Pico	619	END	1759980616601	1759980616995
USER	Login Test - Carga Pico	628	START	1759980617013	1759980617013
REQUEST	621		Login Request	1759980616693	1759980617030	OK	 
USER	Login Test - Carga Pico	621	END	1759980616693	1759980617031
USER	Login Test - Carga Normal	610	START	1759980617044	1759980617044
REQUEST	623		Login Request	1759980616774	1759980617057	OK	 
USER	Login Test - Carga Pico	623	END	1759980616774	1759980617058
REQUEST	606		Login Request	1759980616724	1759980617060	OK	 
USER	Login Test - Carga Pico	629	START	1759980617060	1759980617060
USER	Login Test - Carga Normal	606	END	1759980616724	1759980617061
USER	Login Test - Carga Pico	630	START	1759980617094	1759980617094
USER	Login Test - Carga Normal	611	START	1759980617106	1759980617106
REQUEST	622		Login Request	1759980616739	1759980617124	OK	 
USER	Login Test - Carga Pico	622	END	1759980616739	1759980617125
REQUEST	607		Login Request	1759980616804	1759980617140	OK	 
USER	Login Test - Carga Normal	607	END	1759980616804	1759980617141
USER	Login Test - Carga Pico	631	START	1759980617151	1759980617151
REQUEST	625		Login Request	1759980616875	1759980617161	OK	 
USER	Login Test - Carga Pico	625	END	1759980616875	1759980617162
USER	Login Test - Carga Normal	612	START	1759980617184	1759980617184
USER	Login Test - Carga Pico	632	START	1759980617184	1759980617184
REQUEST	624		Login Request	1759980616831	1759980617201	OK	 
USER	Login Test - Carga Pico	624	END	1759980616830	1759980617202
REQUEST	608		Login Request	1759980616875	1759980617208	OK	 
USER	Login Test - Carga Normal	608	END	1759980616875	1759980617209
USER	Login Test - Carga Pico	633	START	1759980617243	1759980617243
USER	Login Test - Carga Normal	613	START	1759980617264	1759980617264
REQUEST	626		Login Request	1759980616921	1759980617269	OK	 
USER	Login Test - Carga Pico	626	END	1759980616920	1759980617270
USER	Login Test - Carga Pico	634	START	1759980617275	1759980617275
REQUEST	609		Login Request	1759980616954	1759980617285	OK	 
USER	Login Test - Carga Normal	609	END	1759980616954	1759980617285
USER	Login Test - Carga Pico	635	START	1759980617324	1759980617324
USER	Login Test - Carga Normal	614	START	1759980617336	1759980617336
REQUEST	627		Login Request	1759980616967	1759980617345	OK	 
USER	Login Test - Carga Pico	627	END	1759980616966	1759980617346
REQUEST	628		Login Request	1759980617014	1759980617348	OK	 
USER	Login Test - Carga Pico	628	END	1759980617013	1759980617348
REQUEST	630		Login Request	1759980617094	1759980617373	OK	 
USER	Login Test - Carga Pico	630	END	1759980617094	1759980617374
USER	Login Test - Carga Pico	636	START	1759980617382	1759980617382
REQUEST	629		Login Request	1759980617061	1759980617400	OK	 
USER	Login Test - Carga Pico	629	END	1759980617060	1759980617401
USER	Login Test - Carga Normal	615	START	1759980617414	1759980617414
USER	Login Test - Carga Pico	637	START	1759980617414	1759980617414
REQUEST	610		Login Request	1759980617045	1759980617423	OK	 
USER	Login Test - Carga Normal	610	END	1759980617044	1759980617424
USER	Login Test - Carga Pico	651	START	1759980617458	1759980617458
REQUEST	632		Login Request	1759980617184	1759980617470	OK	 
USER	Login Test - Carga Pico	632	END	1759980617184	1759980617470
USER	Login Test - Carga Normal	638	START	1759980617488	1759980617488
REQUEST	611		Login Request	1759980617106	1759980617493	OK	 
USER	Login Test - Carga Normal	611	END	1759980617106	1759980617494
USER	Login Test - Carga Pico	652	START	1759980617504	1759980617504
REQUEST	633		Login Request	1759980617244	1759980617527	OK	 
USER	Login Test - Carga Pico	633	END	1759980617243	1759980617528
REQUEST	631		Login Request	1759980617151	1759980617532	OK	 
USER	Login Test - Carga Pico	631	END	1759980617151	1759980617533
USER	Login Test - Carga Pico	653	START	1759980617551	1759980617551
USER	Login Test - Carga Normal	639	START	1759980617566	1759980617566
REQUEST	612		Login Request	1759980617184	1759980617573	OK	 
USER	Login Test - Carga Normal	612	END	1759980617184	1759980617574
USER	Login Test - Carga Pico	654	START	1759980617584	1759980617584
REQUEST	613		Login Request	1759980617264	1759980617613	OK	 
USER	Login Test - Carga Normal	613	END	1759980617264	1759980617614
REQUEST	634		Login Request	1759980617275	1759980617621	OK	 
USER	Login Test - Carga Pico	634	END	1759980617275	1759980617622
USER	Login Test - Carga Pico	655	START	1759980617627	1759980617627
USER	Login Test - Carga Normal	640	START	1759980617644	1759980617644
REQUEST	636		Login Request	1759980617383	1759980617665	OK	 
USER	Login Test - Carga Pico	636	END	1759980617382	1759980617666
REQUEST	635		Login Request	1759980617324	1759980617668	OK	 
USER	Login Test - Carga Pico	635	END	1759980617324	1759980617669
REQUEST	614		Login Request	1759980617337	1759980617670	OK	 
USER	Login Test - Carga Normal	614	END	1759980617336	1759980617671
USER	Login Test - Carga Pico	656	START	1759980617674	1759980617674
USER	Login Test - Carga Pico	657	START	1759980617718	1759980617718
REQUEST	465		Login Request	1759980612248	1759980617732	OK	 
USER	Login Test - Carga Pico	465	END	1759980612247	1759980617732
USER	Login Test - Carga Normal	641	START	1759980617734	1759980617734
REQUEST	651		Login Request	1759980617459	1759980617763	OK	 
USER	Login Test - Carga Pico	651	END	1759980617458	1759980617764
USER	Login Test - Carga Pico	658	START	1759980617764	1759980617764
REQUEST	638		Login Request	1759980617489	1759980617764	OK	 
USER	Login Test - Carga Normal	638	END	1759980617488	1759980617765
USER	Login Test - Carga Normal	642	START	1759980617794	1759980617794
REQUEST	615		Login Request	1759980617414	1759980617806	OK	 
REQUEST	637		Login Request	1759980617414	1759980617806	OK	 
USER	Login Test - Carga Normal	615	END	1759980617414	1759980617807
USER	Login Test - Carga Pico	637	END	1759980617414	1759980617807
USER	Login Test - Carga Pico	659	START	1759980617809	1759980617809
REQUEST	652		Login Request	1759980617505	1759980617815	OK	 
USER	Login Test - Carga Pico	652	END	1759980617504	1759980617816
USER	Login Test - Carga Pico	660	START	1759980617844	1759980617844
REQUEST	653		Login Request	1759980617552	1759980617867	OK	 
USER	Login Test - Carga Pico	653	END	1759980617551	1759980617867
USER	Login Test - Carga Normal	643	START	1759980617874	1759980617874
USER	Login Test - Carga Pico	661	START	1759980617902	1759980617902
REQUEST	654		Login Request	1759980617584	1759980617917	OK	 
USER	Login Test - Carga Pico	654	END	1759980617584	1759980617918
USER	Login Test - Carga Pico	662	START	1759980617934	1759980617934
REQUEST	639		Login Request	1759980617567	1759980617960	OK	 
USER	Login Test - Carga Normal	639	END	1759980617566	1759980617961
USER	Login Test - Carga Normal	644	START	1759980617963	1759980617963
REQUEST	655		Login Request	1759980617628	1759980617963	OK	 
USER	Login Test - Carga Pico	655	END	1759980617627	1759980617964
USER	Login Test - Carga Pico	663	START	1759980617979	1759980617979
REQUEST	640		Login Request	1759980617644	1759980617982	OK	 
USER	Login Test - Carga Normal	640	END	1759980617644	1759980617983
REQUEST	657		Login Request	1759980617719	1759980618011	OK	 
USER	Login Test - Carga Pico	657	END	1759980617718	1759980618012
REQUEST	656		Login Request	1759980617674	1759980618013	OK	 
USER	Login Test - Carga Pico	656	END	1759980617674	1759980618014
USER	Login Test - Carga Pico	664	START	1759980618025	1759980618025
USER	Login Test - Carga Normal	645	START	1759980618025	1759980618025
REQUEST	658		Login Request	1759980617764	1759980618055	OK	 
USER	Login Test - Carga Pico	658	END	1759980617764	1759980618057
USER	Login Test - Carga Pico	665	START	1759980618073	1759980618073
USER	Login Test - Carga Normal	646	START	1759980618104	1759980618104
USER	Login Test - Carga Pico	666	START	1759980618104	1759980618104
REQUEST	641		Login Request	1759980617734	1759980618113	OK	 
USER	Login Test - Carga Normal	641	END	1759980617734	1759980618114
REQUEST	642		Login Request	1759980617794	1759980618138	OK	 
USER	Login Test - Carga Normal	642	END	1759980617794	1759980618138
USER	Login Test - Carga Pico	667	START	1759980618154	1759980618154
USER	Login Test - Carga Normal	647	START	1759980618184	1759980618184
REQUEST	661		Login Request	1759980617903	1759980618194	OK	 
USER	Login Test - Carga Pico	661	END	1759980617902	1759980618195
USER	Login Test - Carga Pico	668	START	1759980618198	1759980618198
REQUEST	660		Login Request	1759980617844	1759980618226	OK	 
REQUEST	662		Login Request	1759980617934	1759980618226	OK	 
USER	Login Test - Carga Pico	662	END	1759980617934	1759980618227
USER	Login Test - Carga Pico	660	END	1759980617844	1759980618227
USER	Login Test - Carga Pico	669	START	1759980618243	1759980618243
REQUEST	659		Login Request	1759980617810	1759980618247	OK	 
USER	Login Test - Carga Pico	659	END	1759980617809	1759980618247
USER	Login Test - Carga Normal	648	START	1759980618258	1759980618258
USER	Login Test - Carga Pico	670	START	1759980618290	1759980618290
REQUEST	644		Login Request	1759980617964	1759980618305	OK	 
USER	Login Test - Carga Normal	644	END	1759980617963	1759980618307
REQUEST	663		Login Request	1759980617979	1759980618312	OK	 
USER	Login Test - Carga Pico	663	END	1759980617979	1759980618312
USER	Login Test - Carga Pico	671	START	1759980618324	1759980618324
USER	Login Test - Carga Normal	649	START	1759980618335	1759980618335
REQUEST	665		Login Request	1759980618074	1759980618356	OK	 
USER	Login Test - Carga Pico	665	END	1759980618073	1759980618357
REQUEST	664		Login Request	1759980618026	1759980618365	OK	 
USER	Login Test - Carga Pico	664	END	1759980618025	1759980618365
USER	Login Test - Carga Pico	672	START	1759980618366	1759980618366
REQUEST	645		Login Request	1759980618026	1759980618408	OK	 
USER	Login Test - Carga Normal	645	END	1759980618025	1759980618409
USER	Login Test - Carga Normal	650	START	1759980618414	1759980618414
USER	Login Test - Carga Pico	673	START	1759980618414	1759980618414
REQUEST	646		Login Request	1759980618105	1759980618448	OK	 
USER	Login Test - Carga Normal	646	END	1759980618104	1759980618449
REQUEST	667		Login Request	1759980618154	1759980618457	OK	 
USER	Login Test - Carga Pico	667	END	1759980618154	1759980618457
USER	Login Test - Carga Pico	688	START	1759980618458	1759980618458
USER	Login Test - Carga Normal	674	START	1759980618488	1759980618488
USER	Login Test - Carga Pico	689	START	1759980618504	1759980618504
REQUEST	643		Login Request	1759980617874	1759980618531	OK	 
USER	Login Test - Carga Normal	643	END	1759980617874	1759980618532
USER	Login Test - Carga Pico	690	START	1759980618551	1759980618551
USER	Login Test - Carga Normal	675	START	1759980618554	1759980618554
REQUEST	647		Login Request	1759980618184	1759980618559	OK	 
USER	Login Test - Carga Normal	647	END	1759980618184	1759980618560
REQUEST	670		Login Request	1759980618290	1759980618562	OK	 
USER	Login Test - Carga Pico	670	END	1759980618290	1759980618563
REQUEST	669		Login Request	1759980618244	1759980618572	OK	 
USER	Login Test - Carga Pico	669	END	1759980618243	1759980618573
REQUEST	668		Login Request	1759980618198	1759980618581	OK	 
USER	Login Test - Carga Pico	668	END	1759980618198	1759980618581
USER	Login Test - Carga Pico	691	START	1759980618584	1759980618584
REQUEST	648		Login Request	1759980618259	1759980618590	OK	 
USER	Login Test - Carga Normal	648	END	1759980618258	1759980618590
REQUEST	649		Login Request	1759980618336	1759980618612	OK	 
USER	Login Test - Carga Normal	649	END	1759980618335	1759980618613
USER	Login Test - Carga Normal	676	START	1759980618643	1759980618643
USER	Login Test - Carga Pico	692	START	1759980618643	1759980618643
USER	Login Test - Carga Pico	693	START	1759980618674	1759980618674
REQUEST	666		Login Request	1759980618105	1759980618676	OK	 
USER	Login Test - Carga Pico	666	END	1759980618104	1759980618676
USER	Login Test - Carga Normal	677	START	1759980618705	1759980618705
REQUEST	672		Login Request	1759980618366	1759980618706	OK	 
USER	Login Test - Carga Pico	672	END	1759980618366	1759980618707
REQUEST	673		Login Request	1759980618414	1759980618711	OK	 
USER	Login Test - Carga Pico	673	END	1759980618414	1759980618712
REQUEST	650		Login Request	1759980618414	1759980618712	OK	 
USER	Login Test - Carga Normal	650	END	1759980618414	1759980618712
USER	Login Test - Carga Pico	694	START	1759980618724	1759980618724
USER	Login Test - Carga Pico	695	START	1759980618765	1759980618765
USER	Login Test - Carga Normal	678	START	1759980618780	1759980618780
REQUEST	688		Login Request	1759980618458	1759980618797	OK	 
USER	Login Test - Carga Pico	688	END	1759980618458	1759980618797
USER	Login Test - Carga Pico	696	START	1759980618811	1759980618811
USER	Login Test - Carga Normal	679	START	1759980618844	1759980618844
USER	Login Test - Carga Pico	697	START	1759980618859	1759980618859
REQUEST	689		Login Request	1759980618504	1759980618885	OK	 
USER	Login Test - Carga Pico	689	END	1759980618504	1759980618885
REQUEST	675		Login Request	1759980618554	1759980618892	OK	 
USER	Login Test - Carga Normal	675	END	1759980618554	1759980618892
USER	Login Test - Carga Pico	698	START	1759980618894	1759980618894
REQUEST	691		Login Request	1759980618584	1759980618921	OK	 
USER	Login Test - Carga Normal	680	START	1759980618921	1759980618921
USER	Login Test - Carga Pico	691	END	1759980618584	1759980618922
REQUEST	690		Login Request	1759980618551	1759980618931	OK	 
USER	Login Test - Carga Pico	690	END	1759980618551	1759980618932
USER	Login Test - Carga Pico	699	START	1759980618937	1759980618937
REQUEST	676		Login Request	1759980618644	1759980618983	OK	 
USER	Login Test - Carga Normal	681	START	1759980618984	1759980618984
USER	Login Test - Carga Pico	700	START	1759980618984	1759980618984
USER	Login Test - Carga Normal	676	END	1759980618643	1759980618984
REQUEST	692		Login Request	1759980618644	1759980618996	OK	 
USER	Login Test - Carga Pico	692	END	1759980618643	1759980618997
REQUEST	693		Login Request	1759980618674	1759980619003	OK	 
USER	Login Test - Carga Pico	693	END	1759980618674	1759980619004
REQUEST	671		Login Request	1759980618324	1759980619010	OK	 
USER	Login Test - Carga Pico	671	END	1759980618324	1759980619010
USER	Login Test - Carga Pico	701	START	1759980619029	1759980619029
REQUEST	694		Login Request	1759980618724	1759980619056	OK	 
USER	Login Test - Carga Pico	694	END	1759980618724	1759980619056
USER	Login Test - Carga Normal	682	START	1759980619060	1759980619060
USER	Login Test - Carga Pico	702	START	1759980619064	1759980619064
REQUEST	677		Login Request	1759980618705	1759980619078	OK	 
USER	Login Test - Carga Normal	677	END	1759980618705	1759980619079
REQUEST	674		Login Request	1759980618489	1759980619105	OK	 
USER	Login Test - Carga Normal	674	END	1759980618488	1759980619105
USER	Login Test - Carga Pico	703	START	1759980619122	1759980619122
USER	Login Test - Carga Normal	683	START	1759980619137	1759980619137
REQUEST	696		Login Request	1759980618812	1759980619143	OK	 
USER	Login Test - Carga Pico	696	END	1759980618811	1759980619144
REQUEST	695		Login Request	1759980618765	1759980619150	OK	 
USER	Login Test - Carga Pico	695	END	1759980618765	1759980619151
USER	Login Test - Carga Pico	704	START	1759980619154	1759980619154
REQUEST	678		Login Request	1759980618780	1759980619162	OK	 
USER	Login Test - Carga Normal	678	END	1759980618780	1759980619163
REQUEST	679		Login Request	1759980618844	1759980619191	OK	 
USER	Login Test - Carga Normal	679	END	1759980618844	1759980619191
REQUEST	697		Login Request	1759980618860	1759980619196	OK	 
USER	Login Test - Carga Pico	697	END	1759980618859	1759980619196
USER	Login Test - Carga Pico	705	START	1759980619198	1759980619198
USER	Login Test - Carga Normal	684	START	1759980619213	1759980619213
REQUEST	698		Login Request	1759980618894	1759980619224	OK	 
USER	Login Test - Carga Pico	698	END	1759980618894	1759980619225
USER	Login Test - Carga Pico	706	START	1759980619244	1759980619244
REQUEST	680		Login Request	1759980618922	1759980619268	OK	 
USER	Login Test - Carga Normal	680	END	1759980618921	1759980619269
USER	Login Test - Carga Normal	685	START	1759980619274	1759980619274
REQUEST	699		Login Request	1759980618937	1759980619274	OK	 
USER	Login Test - Carga Pico	699	END	1759980618937	1759980619275
USER	Login Test - Carga Pico	707	START	1759980619290	1759980619290
REQUEST	681		Login Request	1759980618984	1759980619297	OK	 
USER	Login Test - Carga Normal	681	END	1759980618984	1759980619298
USER	Login Test - Carga Pico	708	START	1759980619324	1759980619324
REQUEST	701		Login Request	1759980619030	1759980619350	OK	 
USER	Login Test - Carga Normal	686	START	1759980619349	1759980619349
USER	Login Test - Carga Pico	701	END	1759980619029	1759980619351
REQUEST	700		Login Request	1759980618984	1759980619358	OK	 
USER	Login Test - Carga Pico	700	END	1759980618984	1759980619359
USER	Login Test - Carga Pico	709	START	1759980619380	1759980619380
REQUEST	682		Login Request	1759980619061	1759980619390	OK	 
USER	Login Test - Carga Normal	682	END	1759980619060	1759980619391
REQUEST	683		Login Request	1759980619138	1759980619413	OK	 
USER	Login Test - Carga Pico	710	START	1759980619414	1759980619414
USER	Login Test - Carga Normal	687	START	1759980619414	1759980619414
USER	Login Test - Carga Normal	683	END	1759980619137	1759980619414
REQUEST	702		Login Request	1759980619064	1759980619449	OK	 
USER	Login Test - Carga Pico	702	END	1759980619064	1759980619449
REQUEST	703		Login Request	1759980619122	1759980619452	OK	 
USER	Login Test - Carga Pico	703	END	1759980619122	1759980619453
REQUEST	704		Login Request	1759980619154	1759980619455	OK	 
USER	Login Test - Carga Pico	704	END	1759980619154	1759980619457
USER	Login Test - Carga Pico	725	START	1759980619457	1759980619457
REQUEST	705		Login Request	1759980619198	1759980619469	OK	 
USER	Login Test - Carga Pico	705	END	1759980619198	1759980619470
USER	Login Test - Carga Normal	711	START	1759980619488	1759980619488
USER	Login Test - Carga Pico	726	START	1759980619503	1759980619503
USER	Login Test - Carga Pico	727	START	1759980619534	1759980619534
REQUEST	706		Login Request	1759980619244	1759980619540	OK	 
USER	Login Test - Carga Pico	706	END	1759980619244	1759980619540
REQUEST	684		Login Request	1759980619213	1759980619548	OK	 
USER	Login Test - Carga Normal	684	END	1759980619213	1759980619549
USER	Login Test - Carga Normal	712	START	1759980619554	1759980619554
USER	Login Test - Carga Pico	728	START	1759980619579	1759980619579
REQUEST	685		Login Request	1759980619274	1759980619607	OK	 
USER	Login Test - Carga Normal	685	END	1759980619274	1759980619608
USER	Login Test - Carga Normal	713	START	1759980619627	1759980619627
USER	Login Test - Carga Pico	729	START	1759980619627	1759980619627
REQUEST	707		Login Request	1759980619290	1759980619635	OK	 
USER	Login Test - Carga Pico	707	END	1759980619290	1759980619636
REQUEST	708		Login Request	1759980619324	1759980619659	OK	 
USER	Login Test - Carga Pico	708	END	1759980619324	1759980619660
USER	Login Test - Carga Pico	730	START	1759980619672	1759980619672
REQUEST	686		Login Request	1759980619350	1759980619683	OK	 
USER	Login Test - Carga Normal	686	END	1759980619349	1759980619683
USER	Login Test - Carga Normal	714	START	1759980619703	1759980619703
USER	Login Test - Carga Pico	731	START	1759980619704	1759980619704
REQUEST	687		Login Request	1759980619414	1759980619705	OK	 
USER	Login Test - Carga Normal	687	END	1759980619414	1759980619706
REQUEST	709		Login Request	1759980619381	1759980619717	OK	 
USER	Login Test - Carga Pico	709	END	1759980619380	1759980619717
REQUEST	725		Login Request	1759980619458	1759980619742	OK	 
USER	Login Test - Carga Pico	725	END	1759980619457	1759980619743
USER	Login Test - Carga Pico	732	START	1759980619750	1759980619750
USER	Login Test - Carga Normal	715	START	1759980619782	1759980619782
USER	Login Test - Carga Pico	733	START	1759980619784	1759980619784
REQUEST	710		Login Request	1759980619414	1759980619792	OK	 
USER	Login Test - Carga Pico	710	END	1759980619414	1759980619793
USER	Login Test - Carga Pico	734	START	1759980619828	1759980619828
REQUEST	726		Login Request	1759980619504	1759980619832	OK	 
USER	Login Test - Carga Pico	726	END	1759980619503	1759980619833
USER	Login Test - Carga Normal	716	START	1759980619844	1759980619844
REQUEST	712		Login Request	1759980619554	1759980619845	OK	 
USER	Login Test - Carga Normal	712	END	1759980619554	1759980619845
REQUEST	727		Login Request	1759980619534	1759980619854	OK	 
USER	Login Test - Carga Pico	727	END	1759980619534	1759980619855
REQUEST	711		Login Request	1759980619489	1759980619867	OK	 
USER	Login Test - Carga Normal	711	END	1759980619488	1759980619867
USER	Login Test - Carga Pico	735	START	1759980619874	1759980619874
REQUEST	728		Login Request	1759980619579	1759980619912	OK	 
USER	Login Test - Carga Pico	728	END	1759980619579	1759980619913
USER	Login Test - Carga Normal	717	START	1759980619920	1759980619920
USER	Login Test - Carga Pico	736	START	1759980619921	1759980619921
USER	Login Test - Carga Pico	737	START	1759980619954	1759980619954
REQUEST	713		Login Request	1759980619628	1759980619977	OK	 
USER	Login Test - Carga Normal	713	END	1759980619627	1759980619977
USER	Login Test - Carga Normal	718	START	1759980619984	1759980619984
USER	Login Test - Carga Pico	738	START	1759980619999	1759980619999
REQUEST	730		Login Request	1759980619673	1759980620007	OK	 
USER	Login Test - Carga Pico	730	END	1759980619672	1759980620007
REQUEST	729		Login Request	1759980619628	1759980620021	OK	 
USER	Login Test - Carga Pico	729	END	1759980619627	1759980620022
USER	Login Test - Carga Pico	739	START	1759980620034	1759980620034
REQUEST	714		Login Request	1759980619704	1759980620036	OK	 
USER	Login Test - Carga Normal	714	END	1759980619703	1759980620037
USER	Login Test - Carga Normal	719	START	1759980620060	1759980620060
REQUEST	715		Login Request	1759980619782	1759980620065	OK	 
USER	Login Test - Carga Normal	715	END	1759980619782	1759980620065
REQUEST	733		Login Request	1759980619784	1759980620069	OK	 
USER	Login Test - Carga Pico	733	END	1759980619784	1759980620070
USER	Login Test - Carga Pico	740	START	1759980620076	1759980620076
REQUEST	732		Login Request	1759980619751	1759980620086	OK	 
USER	Login Test - Carga Pico	732	END	1759980619750	1759980620087
REQUEST	731		Login Request	1759980619704	1759980620093	OK	 
USER	Login Test - Carga Pico	731	END	1759980619704	1759980620094
USER	Login Test - Carga Pico	741	START	1759980620124	1759980620124
USER	Login Test - Carga Normal	720	START	1759980620124	1759980620124
REQUEST	734		Login Request	1759980619828	1759980620165	OK	 
USER	Login Test - Carga Pico	734	END	1759980619828	1759980620166
USER	Login Test - Carga Pico	742	START	1759980620168	1759980620168
REQUEST	716		Login Request	1759980619844	1759980620177	OK	 
USER	Login Test - Carga Normal	716	END	1759980619844	1759980620177
USER	Login Test - Carga Normal	721	START	1759980620198	1759980620198
USER	Login Test - Carga Pico	743	START	1759980620214	1759980620214
REQUEST	736		Login Request	1759980619921	1759980620218	OK	 
USER	Login Test - Carga Pico	736	END	1759980619921	1759980620219
USER	Login Test - Carga Pico	744	START	1759980620246	1759980620246
REQUEST	735		Login Request	1759980619874	1759980620253	OK	 
USER	Login Test - Carga Pico	735	END	1759980619874	1759980620253
REQUEST	717		Login Request	1759980619921	1759980620263	OK	 
USER	Login Test - Carga Normal	717	END	1759980619920	1759980620263
USER	Login Test - Carga Normal	722	START	1759980620277	1759980620277
REQUEST	737		Login Request	1759980619954	1759980620292	OK	 
USER	Login Test - Carga Pico	737	END	1759980619954	1759980620292
USER	Login Test - Carga Pico	745	START	1759980620293	1759980620293
USER	Login Test - Carga Pico	746	START	1759980620324	1759980620324
REQUEST	718		Login Request	1759980619984	1759980620332	OK	 
USER	Login Test - Carga Normal	718	END	1759980619984	1759980620333
REQUEST	738		Login Request	1759980620000	1759980620342	OK	 
USER	Login Test - Carga Pico	738	END	1759980619999	1759980620342
USER	Login Test - Carga Normal	723	START	1759980620344	1759980620344
REQUEST	719		Login Request	1759980620061	1759980620368	OK	 
USER	Login Test - Carga Normal	719	END	1759980620060	1759980620368
REQUEST	739		Login Request	1759980620034	1759980620373	OK	 
USER	Login Test - Carga Pico	747	START	1759980620374	1759980620374
USER	Login Test - Carga Pico	739	END	1759980620034	1759980620374
REQUEST	740		Login Request	1759980620076	1759980620407	OK	 
USER	Login Test - Carga Pico	740	END	1759980620076	1759980620408
USER	Login Test - Carga Normal	724	START	1759980620415	1759980620415
USER	Login Test - Carga Pico	748	START	1759980620415	1759980620415
USER	Login Test - Carga Pico	764	START	1759980620446	1759980620446
USER	Login Test - Carga Normal	749	START	1759980620464	1759980620464
REQUEST	741		Login Request	1759980620124	1759980620465	OK	 
USER	Login Test - Carga Pico	741	END	1759980620124	1759980620465
USER	Login Test - Carga Pico	765	START	1759980620491	1759980620491
REQUEST	742		Login Request	1759980620169	1759980620502	OK	 
USER	Login Test - Carga Pico	742	END	1759980620168	1759980620502
REQUEST	720		Login Request	1759980620124	1759980620508	OK	 
USER	Login Test - Carga Normal	720	END	1759980620124	1759980620509
USER	Login Test - Carga Pico	766	START	1759980620524	1759980620524
REQUEST	721		Login Request	1759980620199	1759980620527	OK	 
USER	Login Test - Carga Normal	721	END	1759980620198	1759980620528
REQUEST	744		Login Request	1759980620246	1759980620535	OK	 
USER	Login Test - Carga Pico	744	END	1759980620246	1759980620535
USER	Login Test - Carga Normal	750	START	1759980620537	1759980620537
REQUEST	743		Login Request	1759980620215	1759980620564	OK	 
USER	Login Test - Carga Pico	743	END	1759980620214	1759980620564
USER	Login Test - Carga Pico	767	START	1759980620568	1759980620568
REQUEST	722		Login Request	1759980620278	1759980620573	OK	 
USER	Login Test - Carga Normal	722	END	1759980620277	1759980620573
REQUEST	746		Login Request	1759980620325	1759980620613	OK	 
USER	Login Test - Carga Pico	768	START	1759980620613	1759980620613
USER	Login Test - Carga Normal	751	START	1759980620613	1759980620613
USER	Login Test - Carga Pico	746	END	1759980620324	1759980620614
USER	Login Test - Carga Pico	769	START	1759980620644	1759980620644
USER	Login Test - Carga Normal	752	START	1759980620664	1759980620664
REQUEST	745		Login Request	1759980620294	1759980620667	OK	 
USER	Login Test - Carga Pico	745	END	1759980620293	1759980620667
REQUEST	723		Login Request	1759980620344	1759980620671	OK	 
USER	Login Test - Carga Normal	723	END	1759980620344	1759980620672
USER	Login Test - Carga Pico	770	START	1759980620694	1759980620694
REQUEST	748		Login Request	1759980620416	1759980620708	OK	 
USER	Login Test - Carga Pico	748	END	1759980620415	1759980620708
USER	Login Test - Carga Pico	771	START	1759980620738	1759980620738
USER	Login Test - Carga Normal	753	START	1759980620738	1759980620738
REQUEST	747		Login Request	1759980620374	1759980620755	OK	 
USER	Login Test - Carga Pico	747	END	1759980620374	1759980620756
USER	Login Test - Carga Pico	772	START	1759980620784	1759980620784
REQUEST	749		Login Request	1759980620464	1759980620799	OK	 
REQUEST	724		Login Request	1759980620416	1759980620799	OK	 
