ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
REQUEST	1656		Get Accounts Request	1759982017526	1759982017665	OK	 
REQUEST	1664		Login Request	1759982017078	1759982017665	OK	 
REQUEST	1643		Get Account Statement Request	1759982017525	1759982017667	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1643	END	1759982016029	1759982017667
REQUEST	1669		Login Request	1759982017326	1759982017674	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1676	START	1759982017680	1759982017680
REQUEST	1665		Login Request	1759982017127	1759982017704	OK	 
REQUEST	1657		Get Accounts Request	1759982017573	1759982017714	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1677	START	1759982017727	1759982017727
REQUEST	1670		Login Request	1759982017376	1759982017762	OK	 
REQUEST	1672		Login Request	1759982017480	1759982017767	OK	 
REQUEST	1659		Get Accounts Request	1759982017634	1759982017772	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1678	START	1759982017776	1759982017776
REQUEST	1645		Get Account Statement Request	1759982017636	1759982017787	OK	 
REQUEST	1658		Get Accounts Request	1759982017634	1759982017787	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1645	END	1759982016126	1759982017787
REQUEST	1647		Get Account Statement Request	1759982017666	1759982017800	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1647	END	1759982016229	1759982017800
REQUEST	1673		Login Request	1759982017526	1759982017817	OK	 
REQUEST	1671		Login Request	1759982017435	1759982017821	OK	 
REQUEST	1646		Get Account Statement Request	1759982017680	1759982017822	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1646	END	1759982016184	1759982017822
USER	Account Statements Test - 200 Usuarios Simultáneos	1679	START	1759982017833	1759982017833
REQUEST	1661		Get Accounts Request	1759982017727	1759982017854	OK	 
REQUEST	1660		Get Accounts Request	1759982017727	1759982017868	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1680	START	1759982017879	1759982017879
REQUEST	1649		Get Account Statement Request	1759982017757	1759982017887	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1649	END	1759982016326	1759982017888
USER	Account Statements Test - 200 Usuarios Simultáneos	1681	START	1759982017926	1759982017926
REQUEST	1674		Login Request	1759982017576	1759982017954	OK	 
REQUEST	1675		Login Request	1759982017635	1759982017970	OK	 
REQUEST	1662		Get Accounts Request	1759982017833	1759982017977	OK	 
REQUEST	1663		Get Accounts Request	1759982017848	1759982017980	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1682	START	1759982017986	1759982017986
REQUEST	1648		Get Account Statement Request	1759982017848	1759982018001	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1648	END	1759982016276	1759982018001
REQUEST	1650		Get Account Statement Request	1759982017866	1759982018007	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1650	END	1759982016384	1759982018008
REQUEST	1676		Login Request	1759982017681	1759982018010	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1683	START	1759982018033	1759982018033
REQUEST	1652		Get Account Statement Request	1759982017926	1759982018066	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1652	END	1759982016476	1759982018067
USER	Account Statements Test - 200 Usuarios Simultáneos	1684	START	1759982018078	1759982018078
REQUEST	1677		Login Request	1759982017727	1759982018106	OK	 
REQUEST	1678		Login Request	1759982017777	1759982018117	OK	 
REQUEST	1651		Get Account Statement Request	1759982017971	1759982018123	OK	 
REQUEST	1679		Login Request	1759982017833	1759982018123	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1651	END	1759982016430	1759982018123
USER	Account Statements Test - 200 Usuarios Simultáneos	1685	START	1759982018126	1759982018126
USER	Account Statements Test - 200 Usuarios Simultáneos	1686	START	1759982018176	1759982018176
REQUEST	1653		Get Account Statement Request	1759982018066	1759982018209	OK	 
REQUEST	1655		Get Account Statement Request	1759982018079	1759982018209	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1655	END	1759982016630	1759982018210
USER	Account Statements Test - 200 Usuarios Simultáneos	1653	END	1759982016526	1759982018210
REQUEST	1681		Login Request	1759982017926	1759982018228	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1687	START	1759982018233	1759982018233
REQUEST	1654		Get Account Statement Request	1759982018094	1759982018238	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1654	END	1759982016584	1759982018238
REQUEST	1666		Get Accounts Request	1759982018096	1759982018252	OK	 
REQUEST	1680		Login Request	1759982017880	1759982018265	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1688	START	1759982018280	1759982018280
REQUEST	1668		Get Accounts Request	1759982018141	1759982018284	OK	 
REQUEST	1682		Login Request	1759982017987	1759982018290	OK	 
REQUEST	1667		Get Accounts Request	1759982018141	1759982018294	OK	 
REQUEST	1656		Get Account Statement Request	1759982018158	1759982018302	OK	 
REQUEST	1664		Get Accounts Request	1759982018172	1759982018302	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1656	END	1759982016677	1759982018303
USER	Account Statements Test - 200 Usuarios Simultáneos	1689	START	1759982018327	1759982018327
REQUEST	1669		Get Accounts Request	1759982018188	1759982018329	OK	 
REQUEST	1665		Get Accounts Request	1759982018219	1759982018346	OK	 
REQUEST	1684		Login Request	1759982018079	1759982018370	OK	 
REQUEST	1657		Get Account Statement Request	1759982018233	1759982018375	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1657	END	1759982016726	1759982018375
USER	Account Statements Test - 200 Usuarios Simultáneos	1690	START	1759982018376	1759982018376
REQUEST	1659		Get Account Statement Request	1759982018266	1759982018401	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1659	END	1759982016830	1759982018402
REQUEST	1672		Get Accounts Request	1759982018280	1759982018410	OK	 
REQUEST	1683		Login Request	1759982018033	1759982018418	OK	 
REQUEST	1685		Login Request	1759982018126	1759982018422	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1691	START	1759982018435	1759982018435
REQUEST	1658		Get Account Statement Request	1759982018295	1759982018437	OK	 
REQUEST	1670		Get Accounts Request	1759982018280	1759982018437	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1658	END	1759982016784	1759982018438
REQUEST	1673		Get Accounts Request	1759982018327	1759982018457	OK	 
REQUEST	1661		Get Account Statement Request	1759982018358	1759982018485	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1661	END	1759982016926	1759982018486
USER	Account Statements Test - 200 Usuarios Simultáneos	1692	START	1759982018486	1759982018486
REQUEST	1671		Get Accounts Request	1759982018342	1759982018495	OK	 
REQUEST	1660		Get Account Statement Request	1759982018376	1759982018514	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1660	END	1759982016876	1759982018515
REQUEST	1686		Login Request	1759982018176	1759982018518	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1693	START	1759982018544	1759982018544
REQUEST	1687		Login Request	1759982018234	1759982018569	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1694	START	1759982018590	1759982018590
REQUEST	1663		Get Account Statement Request	1759982018486	1759982018616	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1663	END	1759982017032	1759982018617
REQUEST	1674		Get Accounts Request	1759982018466	1759982018618	OK	 
REQUEST	1689		Login Request	1759982018327	1759982018618	OK	 
REQUEST	1688		Login Request	1759982018280	1759982018620	OK	 
REQUEST	1675		Get Accounts Request	1759982018482	1759982018630	OK	 
REQUEST	1662		Get Account Statement Request	1759982018486	1759982018630	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1662	END	1759982016976	1759982018631
USER	Account Statements Test - 200 Usuarios Simultáneos	1695	START	1759982018637	1759982018637
REQUEST	1676		Get Accounts Request	1759982018528	1759982018669	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1696	START	1759982018686	1759982018686
REQUEST	1690		Login Request	1759982018376	1759982018722	OK	 
REQUEST	1691		Login Request	1759982018435	1759982018725	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1697	START	1759982018746	1759982018746
REQUEST	1679		Get Accounts Request	1759982018626	1759982018754	OK	 
REQUEST	1678		Get Accounts Request	1759982018626	1759982018765	OK	 
REQUEST	1677		Get Accounts Request	1759982018622	1759982018773	OK	 
REQUEST	1692		Login Request	1759982018486	1759982018783	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1698	START	1759982018793	1759982018793
REQUEST	1693		Login Request	1759982018544	1759982018836	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1699	START	1759982018839	1759982018839
REQUEST	1694		Login Request	1759982018591	1759982018868	OK	 
REQUEST	1681		Get Accounts Request	1759982018746	1759982018877	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1700	START	1759982018886	1759982018886
REQUEST	1680		Get Accounts Request	1759982018766	1759982018917	OK	 
REQUEST	1666		Get Account Statement Request	1759982018761	1759982018918	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1666	END	1759982017186	1759982018918
REQUEST	1682		Get Accounts Request	1759982018796	1759982018928	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1701	START	1759982018936	1759982018936
REQUEST	1668		Get Account Statement Request	1759982018793	1759982018939	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1668	END	1759982017279	1759982018940
REQUEST	1667		Get Account Statement Request	1759982018793	1759982018945	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1667	END	1759982017233	1759982018946
REQUEST	1664		Get Account Statement Request	1759982018824	1759982018959	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1664	END	1759982017077	1759982018960
REQUEST	1665		Get Account Statement Request	1759982018839	1759982018969	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1665	END	1759982017126	1759982018969
REQUEST	1669		Get Account Statement Request	1759982018839	1759982018981	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1669	END	1759982017326	1759982018982
USER	Account Statements Test - 200 Usuarios Simultáneos	1702	START	1759982018994	1759982018994
REQUEST	1696		Login Request	1759982018686	1759982019017	OK	 
REQUEST	1684		Get Accounts Request	1759982018886	1759982019017	OK	 
REQUEST	1695		Login Request	1759982018638	1759982019017	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1703	START	1759982019039	1759982019039
REQUEST	1697		Login Request	1759982018746	1759982019042	OK	 
REQUEST	1672		Get Account Statement Request	1759982018916	1759982019044	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1672	END	1759982017479	1759982019044
REQUEST	1685		Get Accounts Request	1759982018936	1759982019067	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1704	START	1759982019086	1759982019086
REQUEST	1683		Get Accounts Request	1759982018931	1759982019087	OK	 
REQUEST	1673		Get Account Statement Request	1759982018966	1759982019098	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1673	END	1759982017526	1759982019098
REQUEST	1670		Get Account Statement Request	1759982018947	1759982019102	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1670	END	1759982017376	1759982019102
REQUEST	1698		Login Request	1759982018793	1759982019135	OK	 
REQUEST	1699		Login Request	1759982018840	1759982019135	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1705	START	1759982019146	1759982019146
REQUEST	1671		Get Account Statement Request	1759982018994	1759982019150	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1671	END	1759982017434	1759982019150
REQUEST	1700		Login Request	1759982018887	1759982019165	OK	 
REQUEST	1686		Get Accounts Request	1759982019039	1759982019177	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1706	START	1759982019192	1759982019192
REQUEST	1687		Get Accounts Request	1759982019085	1759982019228	OK	 
REQUEST	1701		Login Request	1759982018936	1759982019234	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1707	START	1759982019239	1759982019239
REQUEST	1689		Get Accounts Request	1759982019131	1759982019262	OK	 
REQUEST	1674		Get Account Statement Request	1759982019116	1759982019271	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1674	END	1759982017576	1759982019271
REQUEST	1688		Get Accounts Request	1759982019131	1759982019272	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1708	START	1759982019286	1759982019286
REQUEST	1675		Get Account Statement Request	1759982019146	1759982019291	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1675	END	1759982017634	1759982019291
REQUEST	1676		Get Account Statement Request	1759982019177	1759982019315	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1676	END	1759982017680	1759982019316
USER	Account Statements Test - 200 Usuarios Simultáneos	1709	START	1759982019336	1759982019336
REQUEST	1691		Get Accounts Request	1759982019239	1759982019370	OK	 
REQUEST	1702		Login Request	1759982018994	1759982019370	OK	 
REQUEST	1690		Get Accounts Request	1759982019239	1759982019380	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1710	START	1759982019395	1759982019395
REQUEST	1679		Get Account Statement Request	1759982019271	1759982019404	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1679	END	1759982017833	1759982019405
REQUEST	1678		Get Account Statement Request	1759982019271	1759982019418	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1678	END	1759982017776	1759982019418
REQUEST	1703		Login Request	1759982019040	1759982019426	OK	 
REQUEST	1704		Login Request	1759982019086	1759982019426	OK	 
REQUEST	1677		Get Account Statement Request	1759982019276	1759982019431	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1677	END	1759982017727	1759982019431
REQUEST	1692		Get Accounts Request	1759982019302	1759982019435	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1711	START	1759982019442	1759982019442
USER	Account Statements Test - 200 Usuarios Simultáneos	1712	START	1759982019458	1759982019458
REQUEST	1693		Get Accounts Request	1759982019350	1759982019483	OK	 
REQUEST	1694		Get Accounts Request	1759982019380	1759982019512	OK	 
REQUEST	1681		Get Account Statement Request	1759982019396	1759982019524	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1681	END	1759982017926	1759982019524
REQUEST	1706		Login Request	1759982019193	1759982019527	OK	 
REQUEST	1705		Login Request	1759982019146	1759982019527	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1713	START	1759982019535	1759982019535
REQUEST	1707		Login Request	1759982019239	1759982019536	OK	 
REQUEST	1682		Get Account Statement Request	1759982019443	1759982019573	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1682	END	1759982017986	1759982019574
USER	Account Statements Test - 200 Usuarios Simultáneos	1714	START	1759982019581	1759982019581
REQUEST	1680		Get Account Statement Request	1759982019443	1759982019594	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1680	END	1759982017879	1759982019595
REQUEST	1708		Login Request	1759982019287	1759982019626	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1715	START	1759982019628	1759982019628
REQUEST	1684		Get Account Statement Request	1759982019519	1759982019649	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1684	END	1759982018078	1759982019649
REQUEST	1709		Login Request	1759982019336	1759982019670	OK	 
