ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
REQUEST	1062		Get Accounts Request	1759981987867	1759981988022	OK	 
REQUEST	1064		Get Accounts Request	1759981987898	1759981988026	OK	 
REQUEST	1077		Login Request	1759981987715	1759981988047	OK	 
REQUEST	1052		Get Account Statement Request	1759981987928	1759981988053	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1052	END	1759981986484	1759981988054
USER	Account Statements Test - 200 Usuarios Simultáneos	1084	START	1759981988056	1759981988056
USER	Account Statements Test - 200 Usuarios Simultáneos	1085	START	1759981988113	1759981988113
REQUEST	1078		Login Request	1759981987761	1759981988145	OK	 
REQUEST	1079		Login Request	1759981987807	1759981988145	OK	 
REQUEST	1067		Get Accounts Request	1759981988021	1759981988149	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1086	START	1759981988158	1759981988158
REQUEST	1066		Get Accounts Request	1759981988021	1759981988166	OK	 
REQUEST	1065		Get Accounts Request	1759981988021	1759981988173	OK	 
REQUEST	1080		Login Request	1759981987856	1759981988193	OK	 
REQUEST	1054		Get Account Statement Request	1759981988056	1759981988198	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1054	END	1759981986576	1759981988199
REQUEST	1081		Login Request	1759981987914	1759981988204	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1087	START	1759981988206	1759981988206
REQUEST	1053		Get Account Statement Request	1759981988067	1759981988223	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1053	END	1759981986530	1759981988223
REQUEST	1082		Login Request	1759981987960	1759981988247	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1088	START	1759981988266	1759981988266
USER	Account Statements Test - 200 Usuarios Simultáneos	1089	START	1759981988311	1759981988311
REQUEST	1068		Get Accounts Request	1759981988176	1759981988324	OK	 
REQUEST	1055		Get Account Statement Request	1759981988173	1759981988325	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1055	END	1759981986626	1759981988326
REQUEST	1069		Get Accounts Request	1759981988188	1759981988331	OK	 
REQUEST	1083		Login Request	1759981988007	1759981988345	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1090	START	1759981988357	1759981988357
REQUEST	1070		Get Accounts Request	1759981988219	1759981988362	OK	 
REQUEST	1056		Get Account Statement Request	1759981988235	1759981988388	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1056	END	1759981986682	1759981988389
REQUEST	1084		Login Request	1759981988056	1759981988391	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1091	START	1759981988406	1759981988406
REQUEST	1085		Login Request	1759981988113	1759981988414	OK	 
REQUEST	1058		Get Account Statement Request	1759981988281	1759981988430	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1058	END	1759981986776	1759981988430
REQUEST	1057		Get Account Statement Request	1759981988296	1759981988442	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1057	END	1759981986729	1759981988443
REQUEST	1086		Login Request	1759981988158	1759981988448	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1092	START	1759981988465	1759981988465
REQUEST	1061		Get Account Statement Request	1759981988376	1759981988506	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1061	END	1759981986928	1759981988506
REQUEST	1072		Get Accounts Request	1759981988357	1759981988510	OK	 
REQUEST	1071		Get Accounts Request	1759981988376	1759981988510	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1093	START	1759981988511	1759981988511
REQUEST	1087		Login Request	1759981988206	1759981988537	OK	 
REQUEST	1074		Get Accounts Request	1759981988406	1759981988545	OK	 
REQUEST	1060		Get Account Statement Request	1759981988402	1759981988548	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1060	END	1759981986881	1759981988548
REQUEST	1088		Login Request	1759981988266	1759981988554	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1094	START	1759981988558	1759981988558
REQUEST	1059		Get Account Statement Request	1759981988406	1759981988561	OK	 
REQUEST	1073		Get Accounts Request	1759981988406	1759981988561	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1059	END	1759981986836	1759981988562
REQUEST	1089		Login Request	1759981988311	1759981988595	OK	 
REQUEST	1063		Get Account Statement Request	1759981988466	1759981988598	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1063	END	1759981987026	1759981988599
USER	Account Statements Test - 200 Usuarios Simultáneos	1095	START	1759981988606	1759981988606
REQUEST	1076		Get Accounts Request	1759981988511	1759981988656	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1096	START	1759981988656	1759981988656
REQUEST	1075		Get Accounts Request	1759981988511	1759981988665	OK	 
REQUEST	1064		Get Account Statement Request	1759981988542	1759981988675	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1064	END	1759981987084	1759981988676
REQUEST	1062		Get Account Statement Request	1759981988527	1759981988677	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1062	END	1759981986976	1759981988678
REQUEST	1090		Login Request	1759981988357	1759981988702	OK	 
REQUEST	1077		Get Accounts Request	1759981988559	1759981988702	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1097	START	1759981988714	1759981988714
REQUEST	1091		Login Request	1759981988406	1759981988736	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1098	START	1759981988758	1759981988758
REQUEST	1079		Get Accounts Request	1759981988652	1759981988791	OK	 
REQUEST	1067		Get Account Statement Request	1759981988668	1759981988795	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1067	END	1759981987226	1759981988795
REQUEST	1078		Get Accounts Request	1759981988652	1759981988802	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1099	START	1759981988806	1759981988806
REQUEST	1066		Get Account Statement Request	1759981988668	1759981988809	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1066	END	1759981987176	1759981988810
REQUEST	1065		Get Account Statement Request	1759981988683	1759981988830	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1065	END	1759981987129	1759981988830
REQUEST	1081		Get Accounts Request	1759981988714	1759981988840	OK	 
REQUEST	1093		Login Request	1759981988512	1759981988845	OK	 
REQUEST	1092		Login Request	1759981988465	1759981988845	OK	 
REQUEST	1080		Get Accounts Request	1759981988714	1759981988853	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1100	START	1759981988856	1759981988856
REQUEST	1082		Get Accounts Request	1759981988758	1759981988887	OK	 
REQUEST	1094		Login Request	1759981988559	1759981988888	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1101	START	1759981988912	1759981988912
REQUEST	1095		Login Request	1759981988606	1759981988950	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1102	START	1759981988958	1759981988958
REQUEST	1096		Login Request	1759981988656	1759981988980	OK	 
REQUEST	1069		Get Account Statement Request	1759981988836	1759981988982	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1069	END	1759981987331	1759981988982
REQUEST	1068		Get Account Statement Request	1759981988836	1759981988997	OK	 
REQUEST	1083		Get Accounts Request	1759981988852	1759981988997	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1068	END	1759981987285	1759981988997
REQUEST	1070		Get Account Statement Request	1759981988867	1759981989004	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1070	END	1759981987377	1759981989005
USER	Account Statements Test - 200 Usuarios Simultáneos	1103	START	1759981989006	1759981989006
REQUEST	1084		Get Accounts Request	1759981988913	1759981989053	OK	 
REQUEST	1085		Get Accounts Request	1759981988928	1759981989060	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1104	START	1759981989063	1759981989063
REQUEST	1086		Get Accounts Request	1759981988958	1759981989091	OK	 
REQUEST	1098		Login Request	1759981988759	1759981989096	OK	 
REQUEST	1097		Login Request	1759981988714	1759981989098	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1105	START	1759981989109	1759981989109
REQUEST	1071		Get Account Statement Request	1759981989006	1759981989138	OK	 
REQUEST	1099		Login Request	1759981988806	1759981989138	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1071	END	1759981987426	1759981989138
REQUEST	1072		Get Account Statement Request	1759981989006	1759981989156	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1106	START	1759981989156	1759981989156
USER	Account Statements Test - 200 Usuarios Simultáneos	1072	END	1759981987454	1759981989157
REQUEST	1074		Get Account Statement Request	1759981989036	1759981989178	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1074	END	1759981987561	1759981989178
REQUEST	1087		Get Accounts Request	1759981989048	1759981989191	OK	 
REQUEST	1088		Get Accounts Request	1759981989066	1759981989195	OK	 
REQUEST	1100		Login Request	1759981988856	1759981989201	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1107	START	1759981989206	1759981989206
REQUEST	1073		Get Account Statement Request	1759981989066	1759981989222	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1073	END	1759981987516	1759981989223
REQUEST	1089		Get Accounts Request	1759981989109	1759981989238	OK	 
REQUEST	1101		Login Request	1759981988913	1759981989247	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1108	START	1759981989265	1759981989265
USER	Account Statements Test - 200 Usuarios Simultáneos	1109	START	1759981989309	1759981989309
REQUEST	1076		Get Account Statement Request	1759981989172	1759981989315	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1076	END	1759981987656	1759981989316
REQUEST	1075		Get Account Statement Request	1759981989176	1759981989333	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1075	END	1759981987608	1759981989334
REQUEST	1077		Get Account Statement Request	1759981989206	1759981989343	OK	 
REQUEST	1102		Login Request	1759981988958	1759981989343	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1077	END	1759981987714	1759981989343
USER	Account Statements Test - 200 Usuarios Simultáneos	1110	START	1759981989356	1759981989356
REQUEST	1104		Login Request	1759981989064	1759981989360	OK	 
REQUEST	1090		Get Accounts Request	1759981989218	1759981989363	OK	 
REQUEST	1091		Get Accounts Request	1759981989249	1759981989388	OK	 
REQUEST	1103		Login Request	1759981989006	1759981989388	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1111	START	1759981989406	1759981989406
REQUEST	1079		Get Account Statement Request	1759981989309	1759981989449	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1079	END	1759981987807	1759981989449
REQUEST	1078		Get Account Statement Request	1759981989309	1759981989463	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1078	END	1759981987761	1759981989464
USER	Account Statements Test - 200 Usuarios Simultáneos	1112	START	1759981989466	1759981989466
REQUEST	1080		Get Account Statement Request	1759981989340	1759981989485	OK	 
REQUEST	1081		Get Account Statement Request	1759981989356	1759981989485	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1081	END	1759981987913	1759981989486
USER	Account Statements Test - 200 Usuarios Simultáneos	1080	END	1759981987856	1759981989486
REQUEST	1105		Login Request	1759981989110	1759981989494	OK	 
REQUEST	1093		Get Accounts Request	1759981989356	1759981989500	OK	 
REQUEST	1092		Get Accounts Request	1759981989356	1759981989512	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1113	START	1759981989524	1759981989524
REQUEST	1082		Get Account Statement Request	1759981989402	1759981989528	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1082	END	1759981987959	1759981989529
REQUEST	1106		Login Request	1759981989157	1759981989535	OK	 
REQUEST	1107		Login Request	1759981989206	1759981989543	OK	 
REQUEST	1094		Get Accounts Request	1759981989406	1759981989550	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1114	START	1759981989571	1759981989571
REQUEST	1095		Get Accounts Request	1759981989466	1759981989602	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1115	START	1759981989617	1759981989617
REQUEST	1096		Get Accounts Request	1759981989496	1759981989636	OK	 
REQUEST	1083		Get Account Statement Request	1759981989509	1759981989647	OK	 
REQUEST	1109		Login Request	1759981989310	1759981989647	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1083	END	1759981988007	1759981989647
REQUEST	1108		Login Request	1759981989265	1759981989652	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1116	START	1759981989666	1759981989666
REQUEST	1085		Get Account Statement Request	1759981989557	1759981989687	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1085	END	1759981988113	1759981989687
REQUEST	1110		Login Request	1759981989356	1759981989697	OK	 
REQUEST	1084		Get Account Statement Request	1759981989556	1759981989700	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1084	END	1759981988056	1759981989701
REQUEST	1086		Get Account Statement Request	1759981989586	1759981989716	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1086	END	1759981988158	1759981989716
USER	Account Statements Test - 200 Usuarios Simultáneos	1117	START	1759981989716	1759981989716
REQUEST	1098		Get Accounts Request	1759981989602	1759981989745	OK	 
REQUEST	1111		Login Request	1759981989406	1759981989745	OK	 
REQUEST	1112		Login Request	1759981989466	1759981989760	OK	 
REQUEST	1097		Get Accounts Request	1759981989617	1759981989767	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1118	START	1759981989775	1759981989775
REQUEST	1099		Get Accounts Request	1759981989650	1759981989784	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1119	START	1759981989820	1759981989820
REQUEST	1088		Get Account Statement Request	1759981989696	1759981989825	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1088	END	1759981988266	1759981989825
REQUEST	1087		Get Account Statement Request	1759981989696	1759981989839	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1087	END	1759981988206	1759981989840
REQUEST	1113		Login Request	1759981989525	1759981989856	OK	 
REQUEST	1100		Get Accounts Request	1759981989712	1759981989858	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1120	START	1759981989866	1759981989866
REQUEST	1089		Get Account Statement Request	1759981989746	1759981989872	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1089	END	1759981988311	1759981989873
REQUEST	1101		Get Accounts Request	1759981989758	1759981989897	OK	 
REQUEST	1114		Login Request	1759981989571	1759981989902	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1121	START	1759981989916	1759981989916
REQUEST	1115		Login Request	1759981989618	1759981989942	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1122	START	1759981989974	1759981989974
REQUEST	1116		Login Request	1759981989666	1759981989997	OK	 
REQUEST	1090		Get Account Statement Request	1759981989867	1759981990002	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1090	END	1759981988357	1759981990003
REQUEST	1104		Get Accounts Request	1759981989883	1759981990010	OK	 
REQUEST	1102		Get Accounts Request	1759981989867	1759981990018	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1123	START	1759981990020	1759981990020
REQUEST	1091		Get Account Statement Request	1759981989898	1759981990041	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1091	END	1759981988406	1759981990042
REQUEST	1117		Login Request	1759981989716	1759981990050	OK	 
REQUEST	1103		Get Accounts Request	1759981989913	1759981990065	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1124	START	1759981990067	1759981990067
REQUEST	1118		Login Request	1759981989776	1759981990110	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1125	START	1759981990116	1759981990116
REQUEST	1119		Login Request	1759981989821	1759981990145	OK	 
REQUEST	1093		Get Account Statement Request	1759981990006	1759981990146	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1093	END	1759981988511	1759981990147
REQUEST	1105		Get Accounts Request	1759981990005	1759981990158	OK	 
REQUEST	1092		Get Account Statement Request	1759981990020	1759981990168	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1092	END	1759981988465	1759981990169
USER	Account Statements Test - 200 Usuarios Simultáneos	1126	START	1759981990173	1759981990173
REQUEST	1120		Login Request	1759981989867	1759981990195	OK	 
REQUEST	1094		Get Account Statement Request	1759981990051	1759981990198	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1094	END	1759981988558	1759981990198
REQUEST	1107		Get Accounts Request	1759981990067	1759981990208	OK	 
REQUEST	1106		Get Accounts Request	1759981990051	1759981990210	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1127	START	1759981990218	1759981990218
REQUEST	1095		Get Account Statement Request	1759981990097	1759981990243	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1095	END	1759981988606	1759981990243
REQUEST	1121		Login Request	1759981989916	1759981990246	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1128	START	1759981990266	1759981990266
REQUEST	1096		Get Account Statement Request	1759981990146	1759981990286	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1096	END	1759981988656	1759981990287
REQUEST	1109		Get Accounts Request	1759981990158	1759981990301	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1129	START	1759981990316	1759981990316
REQUEST	1108		Get Accounts Request	1759981990173	1759981990329	OK	 
REQUEST	1124		Login Request	1759981990067	1759981990358	OK	 
REQUEST	1110		Get Accounts Request	1759981990219	1759981990358	OK	 
REQUEST	1122		Login Request	1759981989975	1759981990358	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1130	START	1759981990373	1759981990373
REQUEST	1098		Get Account Statement Request	1759981990250	1759981990401	OK	 
REQUEST	1111		Get Accounts Request	1759981990250	1759981990401	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1098	END	1759981988758	1759981990401
REQUEST	1123		Login Request	1759981990020	1759981990405	OK	 
REQUEST	1112		Get Accounts Request	1759981990281	1759981990405	OK	 
REQUEST	1097		Get Account Statement Request	1759981990266	1759981990419	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1097	END	1759981988714	1759981990419
USER	Account Statements Test - 200 Usuarios Simultáneos	1131	START	1759981990420	1759981990420
REQUEST	1099		Get Account Statement Request	1759981990296	1759981990436	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1099	END	1759981988806	1759981990437
REQUEST	1125		Login Request	1759981990116	1759981990456	OK	 
REQUEST	1126		Login Request	1759981990173	1759981990474	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1132	START	1759981990483	1759981990483
REQUEST	1127		Login Request	1759981990219	1759981990505	OK	 
REQUEST	1100		Get Account Statement Request	1759981990373	1759981990513	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1100	END	1759981988856	1759981990514
REQUEST	1113		Get Accounts Request	1759981990376	1759981990519	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1133	START	1759981990530	1759981990530
REQUEST	1101		Get Account Statement Request	1759981990404	1759981990547	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1101	END	1759981988912	1759981990547
REQUEST	1114		Get Accounts Request	1759981990420	1759981990561	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1134	START	1759981990576	1759981990576
REQUEST	1115		Get Accounts Request	1759981990452	1759981990597	OK	 
REQUEST	1128		Login Request	1759981990266	1759981990600	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1135	START	1759981990626	1759981990626
REQUEST	1104		Get Account Statement Request	1759981990516	1759981990651	OK	 
REQUEST	1129		Login Request	1759981990316	1759981990651	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1104	END	1759981989063	1759981990651
REQUEST	1116		Get Accounts Request	1759981990516	1759981990660	OK	 
REQUEST	1102		Get Account Statement Request	1759981990516	1759981990670	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1102	END	1759981988958	1759981990671
USER	Account Statements Test - 200 Usuarios Simultáneos	1136	START	1759981990683	1759981990683
REQUEST	1117		Get Accounts Request	1759981990560	1759981990703	OK	 
REQUEST	1130		Login Request	1759981990373	1759981990706	OK	 
REQUEST	1103		Get Account Statement Request	1759981990560	1759981990714	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1103	END	1759981989006	1759981990714
USER	Account Statements Test - 200 Usuarios Simultáneos	1137	START	1759981990730	1759981990730
REQUEST	1118		Get Accounts Request	1759981990622	1759981990766	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1138	START	1759981990777	1759981990777
REQUEST	1119		Get Accounts Request	1759981990652	1759981990793	OK	 
REQUEST	1131		Login Request	1759981990420	1759981990803	OK	 
REQUEST	1105		Get Account Statement Request	1759981990656	1759981990808	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1105	END	1759981989109	1759981990809
REQUEST	1132		Login Request	1759981990484	1759981990816	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1139	START	1759981990826	1759981990826
REQUEST	1107		Get Account Statement Request	1759981990715	1759981990857	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1107	END	1759981989206	1759981990857
REQUEST	1120		Get Accounts Request	1759981990715	1759981990858	OK	 
REQUEST	1134		Login Request	1759981990576	1759981990867	OK	 
REQUEST	1106		Get Account Statement Request	1759981990716	1759981990871	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1106	END	1759981989156	1759981990871
REQUEST	1133		Login Request	1759981990531	1759981990878	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1140	START	1759981990884	1759981990884
REQUEST	1121		Get Accounts Request	1759981990762	1759981990915	OK	 
REQUEST	1135		Login Request	1759981990626	1759981990920	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1141	START	1759981990930	1759981990930
REQUEST	1109		Get Account Statement Request	1759981990808	1759981990948	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1109	END	1759981989309	1759981990949
USER	Account Statements Test - 200 Usuarios Simultáneos	1142	START	1759981990977	1759981990977
REQUEST	1108		Get Account Statement Request	1759981990826	1759981990981	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1108	END	1759981989265	1759981990981
REQUEST	1110		Get Account Statement Request	1759981990856	1759981990997	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1110	END	1759981989356	1759981990997
REQUEST	1112		Get Account Statement Request	1759981990886	1759981991015	OK	 
REQUEST	1136		Login Request	1759981990683	1759981991015	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1112	END	1759981989466	1759981991016
REQUEST	1124		Get Accounts Request	1759981990884	1759981991018	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1143	START	1759981991026	1759981991026
REQUEST	1122		Get Accounts Request	1759981990884	1759981991038	OK	 
REQUEST	1137		Login Request	1759981990731	1759981991057	OK	 
REQUEST	1111		Get Account Statement Request	1759981990915	1759981991061	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1111	END	1759981989406	1759981991062
REQUEST	1123		Get Accounts Request	1759981990915	1759981991066	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1144	START	1759981991084	1759981991084
REQUEST	1139		Login Request	1759981990826	1759981991114	OK	 
REQUEST	1125		Get Accounts Request	1759981990977	1759981991116	OK	 
REQUEST	1126		Get Accounts Request	1759981990993	1759981991123	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1145	START	1759981991131	1759981991131
REQUEST	1127		Get Accounts Request	1759981991024	1759981991157	OK	 
REQUEST	1113		Get Account Statement Request	1759981991024	1759981991166	OK	 
REQUEST	1138		Login Request	1759981990778	1759981991166	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1113	END	1759981989524	1759981991166
REQUEST	1140		Login Request	1759981990884	1759981991176	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1146	START	1759981991177	1759981991177
REQUEST	1114		Get Account Statement Request	1759981991068	1759981991211	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1114	END	1759981989571	1759981991212
USER	Account Statements Test - 200 Usuarios Simultáneos	1147	START	1759981991226	1759981991226
REQUEST	1115		Get Account Statement Request	1759981991100	1759981991242	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1115	END	1759981989617	1759981991242
REQUEST	1128		Get Accounts Request	1759981991115	1759981991259	OK	 
REQUEST	1142		Login Request	1759981990977	1759981991270	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1148	START	1759981991284	1759981991284
REQUEST	1129		Get Accounts Request	1759981991162	1759981991302	OK	 
REQUEST	1116		Get Account Statement Request	1759981991166	1759981991305	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1116	END	1759981989666	1759981991306
REQUEST	1141		Login Request	1759981990931	1759981991312	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1149	START	1759981991329	1759981991329
REQUEST	1117		Get Account Statement Request	1759981991208	1759981991349	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1117	END	1759981989716	1759981991350
REQUEST	1143		Login Request	1759981991026	1759981991361	OK	 
REQUEST	1130		Get Accounts Request	1759981991222	1759981991365	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1150	START	1759981991376	1759981991376
REQUEST	1118		Get Account Statement Request	1759981991256	1759981991407	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1118	END	1759981989775	1759981991407
USER	Account Statements Test - 200 Usuarios Simultáneos	1151	START	1759981991426	1759981991426
REQUEST	1119		Get Account Statement Request	1759981991299	1759981991440	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1119	END	1759981989820	1759981991441
REQUEST	1146		Login Request	1759981991177	1759981991465	OK	 
REQUEST	1145		Login Request	1759981991132	1759981991465	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1152	START	1759981991467	1759981991467
REQUEST	1132		Get Accounts Request	1759981991330	1759981991469	OK	 
REQUEST	1144		Login Request	1759981991084	1759981991472	OK	 
REQUEST	1131		Get Accounts Request	1759981991316	1759981991477	OK	 
REQUEST	1120		Get Account Statement Request	1759981991360	1759981991498	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1120	END	1759981989866	1759981991499
REQUEST	1134		Get Accounts Request	1759981991376	1759981991505	OK	 
REQUEST	1147		Login Request	1759981991226	1759981991508	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1153	START	1759981991516	1759981991516
REQUEST	1133		Get Accounts Request	1759981991391	1759981991530	OK	 
REQUEST	1121		Get Account Statement Request	1759981991406	1759981991549	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1121	END	1759981989916	1759981991549
REQUEST	1135		Get Accounts Request	1759981991437	1759981991564	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1154	START	1759981991575	1759981991575
USER	Account Statements Test - 200 Usuarios Simultáneos	1155	START	1759981991620	1759981991620
REQUEST	1124		Get Account Statement Request	1759981991514	1759981991643	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1124	END	1759981990067	1759981991643
USER	Account Statements Test - 200 Usuarios Simultáneos	1156	START	1759981991668	1759981991668
REQUEST	1148		Login Request	1759981991284	1759981991670	OK	 
REQUEST	1149		Login Request	1759981991330	1759981991670	OK	 
REQUEST	1136		Get Accounts Request	1759981991529	1759981991674	OK	 
REQUEST	1122		Get Account Statement Request	1759981991529	1759981991682	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1122	END	1759981989974	1759981991683
USER	Account Statements Test - 200 Usuarios Simultáneos	1157	START	1759981991716	1759981991716
REQUEST	1150		Login Request	1759981991376	1759981991719	OK	 
REQUEST	1137		Get Accounts Request	1759981991576	1759981991719	OK	 
