ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980374664	 	3.3.1
USER	Login Test - Carga Normal	294	END	1759980390541	1759980390906
USER	Login Test - Carga Pico	305	END	1759980390544	1759980390906
USER	Login Test - Carga Pico	311	START	1759980390908	1759980390908
USER	Login Test - Carga Normal	298	START	1759980390938	1759980390938
REQUEST	307		Login Request	1759980390665	1759980390942	OK	 
USER	Login Test - Carga Pico	307	END	1759980390664	1759980390943
REQUEST	295		Login Request	1759980390635	1759980390965	OK	 
USER	Login Test - Carga Normal	295	END	1759980390634	1759980390966
USER	Login Test - Carga Pico	312	START	1759980390969	1759980390969
REQUEST	308		Login Request	1759980390725	1759980391004	OK	 
USER	Login Test - Carga Pico	308	END	1759980390724	1759980391005
USER	Login Test - Carga Pico	313	START	1759980391016	1759980391016
USER	Login Test - Carga Normal	299	START	1759980391034	1759980391034
USER	Login Test - Carga Pico	314	START	1759980391078	1759980391078
REQUEST	296		Login Request	1759980390740	1759980391091	OK	 
USER	Login Test - Carga Normal	296	END	1759980390739	1759980391091
USER	Login Test - Carga Pico	315	START	1759980391139	1759980391139
USER	Login Test - Carga Normal	300	START	1759980391139	1759980391139
REQUEST	297		Login Request	1759980390835	1759980391160	OK	 
USER	Login Test - Carga Normal	297	END	1759980390834	1759980391161
REQUEST	309		Login Request	1759980390786	1759980391172	OK	 
USER	Login Test - Carga Pico	309	END	1759980390786	1759980391173
REQUEST	310		Login Request	1759980390848	1759980391188	OK	 
USER	Login Test - Carga Pico	310	END	1759980390848	1759980391189
USER	Login Test - Carga Pico	316	START	1759980391199	1759980391199
REQUEST	311		Login Request	1759980390909	1759980391207	OK	 
USER	Login Test - Carga Pico	311	END	1759980390908	1759980391208
USER	Login Test - Carga Normal	301	START	1759980391234	1759980391234
USER	Login Test - Carga Pico	317	START	1759980391260	1759980391260
REQUEST	312		Login Request	1759980390970	1759980391272	OK	 
USER	Login Test - Carga Pico	312	END	1759980390969	1759980391273
REQUEST	298		Login Request	1759980390939	1759980391276	OK	 
USER	Login Test - Carga Normal	298	END	1759980390938	1759980391277
USER	Login Test - Carga Pico	318	START	1759980391323	1759980391323
REQUEST	299		Login Request	1759980391035	1759980391324	OK	 
USER	Login Test - Carga Normal	299	END	1759980391034	1759980391325
USER	Login Test - Carga Normal	302	START	1759980391338	1759980391338
USER	Login Test - Carga Pico	319	START	1759980391383	1759980391383
REQUEST	313		Login Request	1759980391017	1759980391395	OK	 
USER	Login Test - Carga Pico	313	END	1759980391016	1759980391396
REQUEST	314		Login Request	1759980391078	1759980391406	OK	 
USER	Login Test - Carga Pico	314	END	1759980391078	1759980391407
USER	Login Test - Carga Pico	320	START	1759980391444	1759980391444
USER	Login Test - Carga Normal	303	START	1759980391444	1759980391444
REQUEST	315		Login Request	1759980391139	1759980391469	OK	 
USER	Login Test - Carga Pico	315	END	1759980391139	1759980391469
REQUEST	316		Login Request	1759980391200	1759980391490	OK	 
USER	Login Test - Carga Pico	331	START	1759980391490	1759980391490
USER	Login Test - Carga Pico	316	END	1759980391199	1759980391492
REQUEST	300		Login Request	1759980391139	1759980391523	OK	 
USER	Login Test - Carga Normal	300	END	1759980391139	1759980391524
REQUEST	301		Login Request	1759980391235	1759980391533	OK	 
USER	Login Test - Carga Normal	301	END	1759980391234	1759980391534
USER	Login Test - Carga Normal	321	START	1759980391536	1759980391536
REQUEST	317		Login Request	1759980391261	1759980391547	OK	 
USER	Login Test - Carga Pico	317	END	1759980391260	1759980391548
USER	Login Test - Carga Pico	332	START	1759980391552	1759980391552
USER	Login Test - Carga Pico	333	START	1759980391597	1759980391597
REQUEST	318		Login Request	1759980391323	1759980391619	OK	 
USER	Login Test - Carga Pico	318	END	1759980391323	1759980391620
USER	Login Test - Carga Normal	322	START	1759980391644	1759980391644
USER	Login Test - Carga Pico	334	START	1759980391659	1759980391659
REQUEST	302		Login Request	1759980391339	1759980391687	OK	 
USER	Login Test - Carga Normal	302	END	1759980391338	1759980391687
USER	Login Test - Carga Pico	335	START	1759980391705	1759980391705
USER	Login Test - Carga Normal	323	START	1759980391737	1759980391737
REQUEST	319		Login Request	1759980391384	1759980391761	OK	 
USER	Login Test - Carga Pico	319	END	1759980391383	1759980391762
USER	Login Test - Carga Pico	336	START	1759980391768	1759980391768
REQUEST	303		Login Request	1759980391445	1759980391795	OK	 
USER	Login Test - Carga Normal	303	END	1759980391444	1759980391796
USER	Login Test - Carga Pico	337	START	1759980391814	1759980391814
REQUEST	321		Login Request	1759980391537	1759980391822	OK	 
USER	Login Test - Carga Normal	321	END	1759980391536	1759980391822
REQUEST	320		Login Request	1759980391445	1759980391828	OK	 
USER	Login Test - Carga Pico	320	END	1759980391444	1759980391828
USER	Login Test - Carga Normal	324	START	1759980391844	1759980391844
REQUEST	331		Login Request	1759980391491	1759980391847	OK	 
USER	Login Test - Carga Pico	331	END	1759980391490	1759980391847
USER	Login Test - Carga Pico	338	START	1759980391876	1759980391876
REQUEST	332		Login Request	1759980391553	1759980391887	OK	 
USER	Login Test - Carga Pico	332	END	1759980391552	1759980391888
REQUEST	322		Login Request	1759980391645	1759980391933	OK	 
USER	Login Test - Carga Normal	322	END	1759980391644	1759980391934
USER	Login Test - Carga Pico	339	START	1759980391938	1759980391938
USER	Login Test - Carga Normal	325	START	1759980391938	1759980391938
REQUEST	333		Login Request	1759980391598	1759980391976	OK	 
USER	Login Test - Carga Pico	333	END	1759980391597	1759980391977
USER	Login Test - Carga Pico	340	START	1759980391985	1759980391985
REQUEST	334		Login Request	1759980391660	1759980391993	OK	 
USER	Login Test - Carga Pico	334	END	1759980391659	1759980391994
USER	Login Test - Carga Normal	326	START	1759980392034	1759980392034
USER	Login Test - Carga Pico	341	START	1759980392045	1759980392045
REQUEST	336		Login Request	1759980391768	1759980392057	OK	 
USER	Login Test - Carga Pico	336	END	1759980391768	1759980392057
REQUEST	323		Login Request	1759980391738	1759980392072	OK	 
USER	Login Test - Carga Normal	323	END	1759980391737	1759980392073
REQUEST	335		Login Request	1759980391707	1759980392092	OK	 
USER	Login Test - Carga Pico	335	END	1759980391705	1759980392093
USER	Login Test - Carga Pico	342	START	1759980392094	1759980392094
REQUEST	324		Login Request	1759980391845	1759980392134	OK	 
USER	Login Test - Carga Normal	324	END	1759980391844	1759980392135
USER	Login Test - Carga Normal	327	START	1759980392138	1759980392138
REQUEST	337		Login Request	1759980391815	1759980392144	OK	 
USER	Login Test - Carga Pico	337	END	1759980391814	1759980392145
USER	Login Test - Carga Pico	343	START	1759980392154	1759980392154
REQUEST	338		Login Request	1759980391877	1759980392159	OK	 
USER	Login Test - Carga Pico	338	END	1759980391876	1759980392159
USER	Login Test - Carga Pico	344	START	1759980392204	1759980392204
REQUEST	325		Login Request	1759980391939	1759980392233	OK	 
USER	Login Test - Carga Normal	325	END	1759980391938	1759980392234
USER	Login Test - Carga Normal	328	START	1759980392234	1759980392234
USER	Login Test - Carga Pico	345	START	1759980392264	1759980392264
REQUEST	339		Login Request	1759980391939	1759980392276	OK	 
USER	Login Test - Carga Pico	339	END	1759980391938	1759980392277
USER	Login Test - Carga Pico	346	START	1759980392324	1759980392324
REQUEST	326		Login Request	1759980392035	1759980392328	OK	 
USER	Login Test - Carga Normal	326	END	1759980392034	1759980392329
USER	Login Test - Carga Normal	329	START	1759980392339	1759980392339
REQUEST	340		Login Request	1759980391985	1759980392364	OK	 
USER	Login Test - Carga Pico	340	END	1759980391985	1759980392364
USER	Login Test - Carga Pico	347	START	1759980392374	1759980392374
REQUEST	341		Login Request	1759980392046	1759980392388	OK	 
USER	Login Test - Carga Pico	341	END	1759980392045	1759980392389
REQUEST	327		Login Request	1759980392139	1759980392433	OK	 
USER	Login Test - Carga Normal	330	START	1759980392434	1759980392434
USER	Login Test - Carga Pico	348	START	1759980392434	1759980392434
USER	Login Test - Carga Normal	327	END	1759980392138	1759980392434
REQUEST	342		Login Request	1759980392095	1759980392440	OK	 
USER	Login Test - Carga Pico	342	END	1759980392094	1759980392441
USER	Login Test - Carga Pico	360	START	1759980392484	1759980392484
REQUEST	343		Login Request	1759980392155	1759980392509	OK	 
USER	Login Test - Carga Pico	343	END	1759980392154	1759980392510
USER	Login Test - Carga Normal	349	START	1759980392525	1759980392525
USER	Login Test - Carga Pico	361	START	1759980392544	1759980392544
REQUEST	344		Login Request	1759980392205	1759980392549	OK	 
USER	Login Test - Carga Pico	344	END	1759980392204	1759980392550
REQUEST	345		Login Request	1759980392265	1759980392559	OK	 
USER	Login Test - Carga Pico	345	END	1759980392264	1759980392560
REQUEST	328		Login Request	1759980392235	1759980392570	OK	 
USER	Login Test - Carga Normal	328	END	1759980392234	1759980392571
USER	Login Test - Carga Pico	362	START	1759980392602	1759980392602
USER	Login Test - Carga Normal	350	START	1759980392618	1759980392618
REQUEST	346		Login Request	1759980392325	1759980392620	OK	 
USER	Login Test - Carga Pico	346	END	1759980392324	1759980392620
USER	Login Test - Carga Pico	363	START	1759980392663	1759980392663
USER	Login Test - Carga Normal	351	START	1759980392710	1759980392710
USER	Login Test - Carga Pico	364	START	1759980392710	1759980392710
REQUEST	347		Login Request	1759980392375	1759980392713	OK	 
USER	Login Test - Carga Pico	347	END	1759980392374	1759980392714
REQUEST	329		Login Request	1759980392340	1759980392722	OK	 
USER	Login Test - Carga Normal	329	END	1759980392339	1759980392723
REQUEST	348		Login Request	1759980392435	1759980392765	OK	 
USER	Login Test - Carga Pico	348	END	1759980392434	1759980392766
USER	Login Test - Carga Pico	365	START	1759980392773	1759980392773
USER	Login Test - Carga Normal	352	START	1759980392803	1759980392803
REQUEST	330		Login Request	1759980392435	1759980392815	OK	 
USER	Login Test - Carga Normal	330	END	1759980392434	1759980392816
USER	Login Test - Carga Pico	366	START	1759980392818	1759980392818
REQUEST	360		Login Request	1759980392485	1759980392820	OK	 
USER	Login Test - Carga Pico	360	END	1759980392484	1759980392821
REQUEST	349		Login Request	1759980392526	1759980392863	OK	 
USER	Login Test - Carga Normal	349	END	1759980392525	1759980392865
USER	Login Test - Carga Pico	367	START	1759980392879	1759980392879
REQUEST	361		Login Request	1759980392545	1759980392883	OK	 
USER	Login Test - Carga Pico	361	END	1759980392544	1759980392884
USER	Login Test - Carga Normal	353	START	1759980392893	1759980392893
USER	Login Test - Carga Pico	368	START	1759980392938	1759980392938
REQUEST	362		Login Request	1759980392603	1759980392983	OK	 
USER	Login Test - Carga Pico	362	END	1759980392602	1759980392983
USER	Login Test - Carga Normal	354	START	1759980392984	1759980392984
USER	Login Test - Carga Pico	369	START	1759980392984	1759980392984
REQUEST	350		Login Request	1759980392618	1759980392999	OK	 
USER	Login Test - Carga Normal	350	END	1759980392618	1759980393000
REQUEST	363		Login Request	1759980392664	1759980393014	OK	 
USER	Login Test - Carga Pico	363	END	1759980392663	1759980393015
USER	Login Test - Carga Pico	370	START	1759980393045	1759980393045
REQUEST	365		Login Request	1759980392773	1759980393064	OK	 
USER	Login Test - Carga Pico	365	END	1759980392773	1759980393064
USER	Login Test - Carga Normal	355	START	1759980393064	1759980393064
USER	Login Test - Carga Pico	371	START	1759980393094	1759980393094
REQUEST	351		Login Request	1759980392710	1759980393097	OK	 
USER	Login Test - Carga Normal	351	END	1759980392710	1759980393098
REQUEST	364		Login Request	1759980392710	1759980393107	OK	 
USER	Login Test - Carga Pico	364	END	1759980392710	1759980393108
USER	Login Test - Carga Normal	356	START	1759980393154	1759980393154
USER	Login Test - Carga Pico	372	START	1759980393154	1759980393154
REQUEST	366		Login Request	1759980392819	1759980393156	OK	 
USER	Login Test - Carga Pico	366	END	1759980392818	1759980393157
REQUEST	352		Login Request	1759980392804	1759980393180	OK	 
USER	Login Test - Carga Normal	352	END	1759980392803	1759980393181
REQUEST	353		Login Request	1759980392894	1759980393182	OK	 
USER	Login Test - Carga Normal	353	END	1759980392893	1759980393183
USER	Login Test - Carga Pico	373	START	1759980393213	1759980393213
USER	Login Test - Carga Normal	357	START	1759980393244	1759980393244
REQUEST	367		Login Request	1759980392880	1759980393260	OK	 
USER	Login Test - Carga Pico	367	END	1759980392879	1759980393261
REQUEST	369		Login Request	1759980392985	1759980393262	OK	 
USER	Login Test - Carga Pico	369	END	1759980392984	1759980393262
USER	Login Test - Carga Pico	374	START	1759980393264	1759980393264
REQUEST	368		Login Request	1759980392939	1759980393317	OK	 
USER	Login Test - Carga Pico	368	END	1759980392938	1759980393317
USER	Login Test - Carga Pico	375	START	1759980393321	1759980393321
REQUEST	354		Login Request	1759980392984	1759980393324	OK	 
USER	Login Test - Carga Normal	354	END	1759980392984	1759980393325
USER	Login Test - Carga Normal	358	START	1759980393352	1759980393352
REQUEST	355		Login Request	1759980393065	1759980393361	OK	 
USER	Login Test - Carga Normal	355	END	1759980393064	1759980393362
REQUEST	370		Login Request	1759980393046	1759980393381	OK	 
USER	Login Test - Carga Pico	370	END	1759980393045	1759980393382
USER	Login Test - Carga Pico	376	START	1759980393383	1759980393383
REQUEST	371		Login Request	1759980393095	1759980393421	OK	 
USER	Login Test - Carga Pico	371	END	1759980393094	1759980393422
USER	Login Test - Carga Pico	377	START	1759980393445	1759980393445
USER	Login Test - Carga Normal	359	START	1759980393445	1759980393445
USER	Login Test - Carga Pico	389	START	1759980393493	1759980393493
USER	Login Test - Carga Normal	378	START	1759980393524	1759980393524
USER	Login Test - Carga Pico	390	START	1759980393540	1759980393540
REQUEST	356		Login Request	1759980393155	1759980393545	OK	 
USER	Login Test - Carga Normal	356	END	1759980393154	1759980393545
REQUEST	372		Login Request	1759980393155	1759980393546	OK	 
USER	Login Test - Carga Pico	372	END	1759980393154	1759980393547
REQUEST	373		Login Request	1759980393214	1759980393553	OK	 
USER	Login Test - Carga Pico	373	END	1759980393213	1759980393554
REQUEST	357		Login Request	1759980393245	1759980393576	OK	 
USER	Login Test - Carga Normal	357	END	1759980393244	1759980393577
USER	Login Test - Carga Pico	391	START	1759980393585	1759980393585
REQUEST	374		Login Request	1759980393265	1759980393595	OK	 
USER	Login Test - Carga Pico	374	END	1759980393264	1759980393596
USER	Login Test - Carga Normal	379	START	1759980393615	1759980393615
USER	Login Test - Carga Pico	392	START	1759980393646	1759980393646
REQUEST	375		Login Request	1759980393322	1759980393663	OK	 
USER	Login Test - Carga Pico	375	END	1759980393321	1759980393664
REQUEST	358		Login Request	1759980393353	1759980393689	OK	 
USER	Login Test - Carga Normal	358	END	1759980393352	1759980393690
USER	Login Test - Carga Pico	393	START	1759980393694	1759980393694
USER	Login Test - Carga Normal	380	START	1759980393708	1759980393708
REQUEST	376		Login Request	1759980393383	1759980393724	OK	 
USER	Login Test - Carga Pico	376	END	1759980393383	1759980393726
USER	Login Test - Carga Pico	394	START	1759980393744	1759980393744
REQUEST	359		Login Request	1759980393445	1759980393780	OK	 
USER	Login Test - Carga Normal	359	END	1759980393445	1759980393781
REQUEST	377		Login Request	1759980393445	1759980393781	OK	 
USER	Login Test - Carga Pico	377	END	1759980393445	1759980393782
USER	Login Test - Carga Pico	395	START	1759980393800	1759980393800
USER	Login Test - Carga Normal	381	START	1759980393800	1759980393800
REQUEST	378		Login Request	1759980393525	1759980393828	OK	 
USER	Login Test - Carga Normal	378	END	1759980393524	1759980393828
USER	Login Test - Carga Pico	396	START	1759980393861	1759980393861
REQUEST	389		Login Request	1759980393494	1759980393873	OK	 
USER	Login Test - Carga Pico	389	END	1759980393493	1759980393874
REQUEST	390		Login Request	1759980393541	1759980393875	OK	 
USER	Login Test - Carga Pico	390	END	1759980393540	1759980393875
USER	Login Test - Carga Normal	382	START	1759980393892	1759980393892
USER	Login Test - Carga Pico	397	START	1759980393907	1759980393907
REQUEST	379		Login Request	1759980393616	1759980393950	OK	 
USER	Login Test - Carga Normal	379	END	1759980393615	1759980393950
USER	Login Test - Carga Pico	398	START	1759980393954	1759980393954
REQUEST	391		Login Request	1759980393586	1759980393963	OK	 
USER	Login Test - Carga Pico	391	END	1759980393585	1759980393964
USER	Login Test - Carga Normal	383	START	1759980393984	1759980393984
REQUEST	392		Login Request	1759980393647	1759980393989	OK	 
USER	Login Test - Carga Pico	392	END	1759980393646	1759980393990
USER	Login Test - Carga Pico	399	START	1759980394004	1759980394004
REQUEST	393		Login Request	1759980393695	1759980394026	OK	 
USER	Login Test - Carga Pico	393	END	1759980393694	1759980394027
REQUEST	380		Login Request	1759980393710	1759980394053	OK	 
USER	Login Test - Carga Normal	380	END	1759980393708	1759980394054
USER	Login Test - Carga Pico	400	START	1759980394064	1759980394064
USER	Login Test - Carga Normal	384	START	1759980394064	1759980394064
REQUEST	394		Login Request	1759980393745	1759980394086	OK	 
USER	Login Test - Carga Pico	394	END	1759980393744	1759980394087
REQUEST	381		Login Request	1759980393801	1759980394096	OK	 
USER	Login Test - Carga Normal	381	END	1759980393800	1759980394098
USER	Login Test - Carga Pico	401	START	1759980394123	1759980394123
REQUEST	395		Login Request	1759980393801	1759980394139	OK	 
USER	Login Test - Carga Pico	395	END	1759980393800	1759980394140
USER	Login Test - Carga Normal	385	START	1759980394154	1759980394154
USER	Login Test - Carga Pico	402	START	1759980394169	1759980394169
REQUEST	396		Login Request	1759980393862	1759980394197	OK	 
USER	Login Test - Carga Pico	396	END	1759980393861	1759980394198
USER	Login Test - Carga Pico	403	START	1759980394214	1759980394214
USER	Login Test - Carga Normal	386	START	1759980394246	1759980394246
REQUEST	397		Login Request	1759980393908	1759980394247	OK	 
USER	Login Test - Carga Pico	397	END	1759980393907	1759980394248
REQUEST	382		Login Request	1759980393892	1759980394264	OK	 
USER	Login Test - Carga Normal	382	END	1759980393892	1759980394264
USER	Login Test - Carga Pico	404	START	1759980394276	1759980394276
REQUEST	398		Login Request	1759980393955	1759980394277	OK	 
USER	Login Test - Carga Pico	398	END	1759980393954	1759980394278
REQUEST	399		Login Request	1759980394005	1759980394295	OK	 
USER	Login Test - Carga Pico	399	END	1759980394004	1759980394295
USER	Login Test - Carga Pico	405	START	1759980394324	1759980394324
REQUEST	384		Login Request	1759980394065	1759980394353	OK	 
USER	Login Test - Carga Normal	384	END	1759980394064	1759980394354
USER	Login Test - Carga Normal	387	START	1759980394354	1759980394354
REQUEST	383		Login Request	1759980393985	1759980394369	OK	 
USER	Login Test - Carga Normal	383	END	1759980393984	1759980394370
USER	Login Test - Carga Pico	406	START	1759980394383	1759980394383
USER	Login Test - Carga Normal	388	START	1759980394434	1759980394434
USER	Login Test - Carga Pico	407	START	1759980394434	1759980394434
REQUEST	385		Login Request	1759980394155	1759980394444	OK	 
USER	Login Test - Carga Normal	385	END	1759980394154	1759980394444
REQUEST	400		Login Request	1759980394065	1759980394459	OK	 
USER	Login Test - Carga Pico	400	END	1759980394064	1759980394460
REQUEST	401		Login Request	1759980394123	1759980394460	OK	 
USER	Login Test - Carga Pico	401	END	1759980394123	1759980394462
USER	Login Test - Carga Pico	419	START	1759980394490	1759980394490
REQUEST	402		Login Request	1759980394169	1759980394502	OK	 
USER	Login Test - Carga Pico	402	END	1759980394169	1759980394503
USER	Login Test - Carga Normal	408	START	1759980394524	1759980394524
USER	Login Test - Carga Pico	420	START	1759980394536	1759980394536
REQUEST	403		Login Request	1759980394215	1759980394554	OK	 
USER	Login Test - Carga Pico	403	END	1759980394214	1759980394554
REQUEST	404		Login Request	1759980394276	1759980394567	OK	 
USER	Login Test - Carga Pico	404	END	1759980394276	1759980394569
REQUEST	386		Login Request	1759980394246	1759980394570	OK	 
USER	Login Test - Carga Normal	386	END	1759980394246	1759980394571
USER	Login Test - Carga Pico	421	START	1759980394584	1759980394584
REQUEST	405		Login Request	1759980394325	1759980394603	OK	 
USER	Login Test - Carga Pico	405	END	1759980394324	1759980394604
USER	Login Test - Carga Normal	409	START	1759980394614	1759980394614
USER	Login Test - Carga Pico	422	START	1759980394645	1759980394645
REQUEST	387		Login Request	1759980394355	1759980394648	OK	 
USER	Login Test - Carga Normal	387	END	1759980394354	1759980394649
REQUEST	406		Login Request	1759980394384	1759980394684	OK	 
USER	Login Test - Carga Pico	406	END	1759980394383	1759980394684
USER	Login Test - Carga Pico	423	START	1759980394694	1759980394694
USER	Login Test - Carga Normal	410	START	1759980394707	1759980394707
REQUEST	407		Login Request	1759980394435	1759980394725	OK	 
USER	Login Test - Carga Pico	407	END	1759980394434	1759980394726
USER	Login Test - Carga Pico	424	START	1759980394754	1759980394754
REQUEST	388		Login Request	1759980394435	1759980394763	OK	 
USER	Login Test - Carga Normal	388	END	1759980394434	1759980394763
USER	Login Test - Carga Normal	411	START	1759980394800	1759980394800
USER	Login Test - Carga Pico	425	START	1759980394800	1759980394800
USER	Login Test - Carga Pico	426	START	1759980394862	1759980394862
REQUEST	420		Login Request	1759980394536	1759980394864	OK	 
USER	Login Test - Carga Pico	420	END	1759980394536	1759980394865
REQUEST	419		Login Request	1759980394491	1759980394876	OK	 
USER	Login Test - Carga Pico	419	END	1759980394490	1759980394877
USER	Login Test - Carga Normal	412	START	1759980394892	1759980394892
REQUEST	408		Login Request	1759980394525	1759980394899	OK	 
USER	Login Test - Carga Normal	408	END	1759980394524	1759980394900
USER	Login Test - Carga Pico	427	START	1759980394908	1759980394908
REQUEST	422		Login Request	1759980394646	1759980394931	OK	 
USER	Login Test - Carga Pico	422	END	1759980394645	1759980394932
USER	Login Test - Carga Pico	428	START	1759980394954	1759980394954
REQUEST	421		Login Request	1759980394585	1759980394957	OK	 
USER	Login Test - Carga Pico	421	END	1759980394584	1759980394958
USER	Login Test - Carga Normal	413	START	1759980394985	1759980394985
REQUEST	409		Login Request	1759980394615	1759980394987	OK	 
USER	Login Test - Carga Normal	409	END	1759980394614	1759980394987
REQUEST	410		Login Request	1759980394708	1759980394999	OK	 
USER	Login Test - Carga Normal	410	END	1759980394707	1759980394999
USER	Login Test - Carga Pico	429	START	1759980395004	1759980395004
REQUEST	423		Login Request	1759980394695	1759980395028	OK	 
USER	Login Test - Carga Pico	423	END	1759980394694	1759980395029
USER	Login Test - Carga Pico	430	START	1759980395064	1759980395064
USER	Login Test - Carga Normal	414	START	1759980395064	1759980395064
REQUEST	424		Login Request	1759980394754	1759980395092	OK	 
USER	Login Test - Carga Pico	424	END	1759980394754	1759980395092
USER	Login Test - Carga Pico	431	START	1759980395124	1759980395124
REQUEST	425		Login Request	1759980394800	1759980395133	OK	 
USER	Login Test - Carga Pico	425	END	1759980394800	1759980395134
USER	Login Test - Carga Normal	415	START	1759980395156	1759980395156
REQUEST	412		Login Request	1759980394893	1759980395170	OK	 
USER	Login Test - Carga Normal	412	END	1759980394892	1759980395171
USER	Login Test - Carga Pico	432	START	1759980395172	1759980395172
REQUEST	411		Login Request	1759980394800	1759980395173	OK	 
USER	Login Test - Carga Normal	411	END	1759980394800	1759980395174
REQUEST	427		Login Request	1759980394908	1759980395232	OK	 
USER	Login Test - Carga Pico	427	END	1759980394908	1759980395233
USER	Login Test - Carga Pico	433	START	1759980395233	1759980395233
REQUEST	426		Login Request	1759980394862	1759980395247	OK	 
USER	Login Test - Carga Pico	426	END	1759980394862	1759980395247
USER	Login Test - Carga Normal	416	START	1759980395248	1759980395248
USER	Login Test - Carga Pico	434	START	1759980395279	1759980395279
REQUEST	428		Login Request	1759980394955	1759980395280	OK	 
USER	Login Test - Carga Pico	428	END	1759980394954	1759980395281
REQUEST	429		Login Request	1759980395005	1759980395304	OK	 
USER	Login Test - Carga Pico	429	END	1759980395004	1759980395305
REQUEST	413		Login Request	1759980394986	1759980395322	OK	 
USER	Login Test - Carga Normal	413	END	1759980394985	1759980395323
USER	Login Test - Carga Pico	435	START	1759980395324	1759980395324
USER	Login Test - Carga Normal	417	START	1759980395344	1759980395344
REQUEST	414		Login Request	1759980395065	1759980395368	OK	 
USER	Login Test - Carga Normal	414	END	1759980395064	1759980395368
USER	Login Test - Carga Pico	436	START	1759980395374	1759980395374
USER	Login Test - Carga Normal	418	START	1759980395434	1759980395434
USER	Login Test - Carga Pico	437	START	1759980395434	1759980395434
REQUEST	430		Login Request	1759980395065	1759980395435	OK	 
USER	Login Test - Carga Pico	430	END	1759980395064	1759980395436
REQUEST	431		Login Request	1759980395125	1759980395450	OK	 
USER	Login Test - Carga Pico	431	END	1759980395124	1759980395450
USER	Login Test - Carga Pico	449	START	1759980395478	1759980395478
REQUEST	415		Login Request	1759980395157	1759980395494	OK	 
USER	Login Test - Carga Normal	415	END	1759980395156	1759980395496
REQUEST	432		Login Request	1759980395172	1759980395511	OK	 
USER	Login Test - Carga Pico	432	END	1759980395172	1759980395512
USER	Login Test - Carga Normal	438	START	1759980395514	1759980395514
USER	Login Test - Carga Pico	450	START	1759980395526	1759980395526
REQUEST	433		Login Request	1759980395233	1759980395529	OK	 
USER	Login Test - Carga Pico	433	END	1759980395233	1759980395530
USER	Login Test - Carga Pico	451	START	1759980395574	1759980395574
REQUEST	434		Login Request	1759980395279	1759980395577	OK	 
USER	Login Test - Carga Pico	434	END	1759980395279	1759980395579
USER	Login Test - Carga Normal	439	START	1759980395604	1759980395604
REQUEST	416		Login Request	1759980395248	1759980395633	OK	 
USER	Login Test - Carga Normal	416	END	1759980395248	1759980395634
USER	Login Test - Carga Pico	452	START	1759980395635	1759980395635
REQUEST	436		Login Request	1759980395375	1759980395662	OK	 
USER	Login Test - Carga Pico	436	END	1759980395374	1759980395663
REQUEST	435		Login Request	1759980395325	1759980395667	OK	 
USER	Login Test - Carga Pico	435	END	1759980395324	1759980395668
USER	Login Test - Carga Pico	453	START	1759980395682	1759980395682
REQUEST	417		Login Request	1759980395345	1759980395697	OK	 
USER	Login Test - Carga Normal	417	END	1759980395344	1759980395698
USER	Login Test - Carga Normal	440	START	1759980395712	1759980395712
USER	Login Test - Carga Pico	454	START	1759980395727	1759980395727
USER	Login Test - Carga Pico	455	START	1759980395774	1759980395774
USER	Login Test - Carga Normal	441	START	1759980395805	1759980395805
REQUEST	437		Login Request	1759980395435	1759980395817	OK	 
USER	Login Test - Carga Pico	437	END	1759980395434	1759980395818
USER	Login Test - Carga Pico	456	START	1759980395824	1759980395824
REQUEST	418		Login Request	1759980395435	1759980395826	OK	 
USER	Login Test - Carga Normal	418	END	1759980395434	1759980395826
REQUEST	449		Login Request	1759980395479	1759980395831	OK	 
USER	Login Test - Carga Pico	449	END	1759980395478	1759980395832
REQUEST	451		Login Request	1759980395575	1759980395861	OK	 
USER	Login Test - Carga Pico	451	END	1759980395574	1759980395862
USER	Login Test - Carga Pico	457	START	1759980395880	1759980395880
USER	Login Test - Carga Normal	442	START	1759980395884	1759980395884
REQUEST	438		Login Request	1759980395515	1759980395895	OK	 
USER	Login Test - Carga Normal	438	END	1759980395514	1759980395896
REQUEST	452		Login Request	1759980395635	1759980395917	OK	 
USER	Login Test - Carga Pico	452	END	1759980395635	1759980395918
USER	Login Test - Carga Pico	458	START	1759980395926	1759980395926
REQUEST	450		Login Request	1759980395527	1759980395929	OK	 
USER	Login Test - Carga Pico	450	END	1759980395526	1759980395929
REQUEST	439		Login Request	1759980395605	1759980395938	OK	 
USER	Login Test - Carga Normal	439	END	1759980395604	1759980395939
USER	Login Test - Carga Normal	443	START	1759980395974	1759980395974
USER	Login Test - Carga Pico	459	START	1759980395974	1759980395974
USER	Login Test - Carga Pico	460	START	1759980396024	1759980396024
REQUEST	453		Login Request	1759980395683	1759980396051	OK	 
USER	Login Test - Carga Pico	453	END	1759980395682	1759980396052
REQUEST	440		Login Request	1759980395713	1759980396058	OK	 
REQUEST	454		Login Request	1759980395728	1759980396058	OK	 
USER	Login Test - Carga Normal	440	END	1759980395712	1759980396059
USER	Login Test - Carga Pico	454	END	1759980395727	1759980396059
USER	Login Test - Carga Normal	444	START	1759980396066	1759980396066
