ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980374664	 	3.3.1
REQUEST	598		Login Request	1759980400254	1759980400655	OK	 
USER	Login Test - Carga Pico	598	END	1759980400253	1759980400656
USER	Login Test - Carga Pico	621	START	1759980400685	1759980400685
REQUEST	580		Login Request	1759980400361	1759980400722	OK	 
USER	Login Test - Carga Normal	580	END	1759980400361	1759980400723
USER	Login Test - Carga Normal	606	START	1759980400731	1759980400731
USER	Login Test - Carga Pico	622	START	1759980400734	1759980400734
USER	Login Test - Carga Pico	623	START	1759980400777	1759980400777
REQUEST	601		Login Request	1759980400393	1759980400782	OK	 
USER	Login Test - Carga Pico	601	END	1759980400392	1759980400783
USER	Login Test - Carga Normal	607	START	1759980400794	1759980400794
USER	Login Test - Carga Pico	624	START	1759980400824	1759980400824
REQUEST	602		Login Request	1759980400437	1759980400831	OK	 
USER	Login Test - Carga Pico	602	END	1759980400437	1759980400832
REQUEST	603		Login Request	1759980400486	1759980400834	OK	 
USER	Login Test - Carga Normal	603	END	1759980400485	1759980400834
REQUEST	616		Login Request	1759980400454	1759980400850	OK	 
USER	Login Test - Carga Pico	616	END	1759980400454	1759980400851
USER	Login Test - Carga Pico	625	START	1759980400869	1759980400869
USER	Login Test - Carga Normal	608	START	1759980400884	1759980400884
REQUEST	618		Login Request	1759980400547	1759980400898	OK	 
USER	Login Test - Carga Pico	618	END	1759980400547	1759980400899
REQUEST	617		Login Request	1759980400505	1759980400902	OK	 
USER	Login Test - Carga Pico	617	END	1759980400504	1759980400903
USER	Login Test - Carga Pico	626	START	1759980400915	1759980400915
REQUEST	620		Login Request	1759980400640	1759980400947	OK	 
REQUEST	605		Login Request	1759980400645	1759980400947	OK	 
USER	Login Test - Carga Normal	605	END	1759980400644	1759980400948
USER	Login Test - Carga Pico	620	END	1759980400640	1759980400948
USER	Login Test - Carga Normal	609	START	1759980400961	1759980400961
USER	Login Test - Carga Pico	627	START	1759980400961	1759980400961
REQUEST	604		Login Request	1759980400565	1759980400969	OK	 
USER	Login Test - Carga Normal	604	END	1759980400565	1759980400969
REQUEST	619		Login Request	1759980400595	1759980400979	OK	 
USER	Login Test - Carga Pico	619	END	1759980400594	1759980400980
USER	Login Test - Carga Pico	628	START	1759980401008	1759980401008
USER	Login Test - Carga Normal	610	START	1759980401024	1759980401024
REQUEST	621		Login Request	1759980400686	1759980401027	OK	 
USER	Login Test - Carga Pico	621	END	1759980400685	1759980401028
USER	Login Test - Carga Pico	629	START	1759980401054	1759980401054
REQUEST	581		Login Request	1759980400437	1759980401090	OK	 
USER	Login Test - Carga Normal	581	END	1759980400437	1759980401091
USER	Login Test - Carga Pico	630	START	1759980401100	1759980401100
USER	Login Test - Carga Normal	611	START	1759980401104	1759980401104
REQUEST	607		Login Request	1759980400795	1759980401129	OK	 
USER	Login Test - Carga Normal	607	END	1759980400794	1759980401130
USER	Login Test - Carga Pico	631	START	1759980401134	1759980401134
REQUEST	624		Login Request	1759980400825	1759980401172	OK	 
USER	Login Test - Carga Pico	624	END	1759980400824	1759980401173
REQUEST	623		Login Request	1759980400777	1759980401187	OK	 
USER	Login Test - Carga Pico	623	END	1759980400777	1759980401188
USER	Login Test - Carga Pico	632	START	1759980401193	1759980401193
USER	Login Test - Carga Normal	612	START	1759980401193	1759980401193
USER	Login Test - Carga Pico	633	START	1759980401239	1759980401239
USER	Login Test - Carga Normal	613	START	1759980401255	1759980401255
REQUEST	609		Login Request	1759980400962	1759980401256	OK	 
USER	Login Test - Carga Normal	609	END	1759980400961	1759980401257
REQUEST	625		Login Request	1759980400869	1759980401261	OK	 
USER	Login Test - Carga Pico	625	END	1759980400869	1759980401261
REQUEST	608		Login Request	1759980400885	1759980401267	OK	 
USER	Login Test - Carga Normal	608	END	1759980400884	1759980401268
USER	Login Test - Carga Pico	634	START	1759980401274	1759980401274
REQUEST	627		Login Request	1759980400962	1759980401296	OK	 
USER	Login Test - Carga Pico	627	END	1759980400961	1759980401296
REQUEST	626		Login Request	1759980400916	1759980401302	OK	 
USER	Login Test - Carga Pico	626	END	1759980400915	1759980401303
REQUEST	628		Login Request	1759980401009	1759980401306	OK	 
USER	Login Test - Carga Pico	628	END	1759980401008	1759980401307
REQUEST	610		Login Request	1759980401025	1759980401310	OK	 
USER	Login Test - Carga Normal	610	END	1759980401024	1759980401310
USER	Login Test - Carga Pico	635	START	1759980401332	1759980401332
USER	Login Test - Carga Normal	614	START	1759980401334	1759980401334
USER	Login Test - Carga Pico	636	START	1759980401364	1759980401364
REQUEST	631		Login Request	1759980401135	1759980401413	OK	 
USER	Login Test - Carga Pico	631	END	1759980401134	1759980401413
USER	Login Test - Carga Pico	637	START	1759980401422	1759980401422
USER	Login Test - Carga Normal	615	START	1759980401422	1759980401422
REQUEST	630		Login Request	1759980401101	1759980401431	OK	 
USER	Login Test - Carga Pico	630	END	1759980401100	1759980401432
REQUEST	629		Login Request	1759980401055	1759980401439	OK	 
USER	Login Test - Carga Pico	629	END	1759980401054	1759980401440
USER	Login Test - Carga Pico	638	START	1759980401454	1759980401454
REQUEST	611		Login Request	1759980401105	1759980401496	OK	 
USER	Login Test - Carga Normal	611	END	1759980401104	1759980401496
USER	Login Test - Carga Normal	639	START	1759980401514	1759980401514
USER	Login Test - Carga Pico	652	START	1759980401514	1759980401514
REQUEST	612		Login Request	1759980401194	1759980401532	OK	 
REQUEST	633		Login Request	1759980401240	1759980401532	OK	 
USER	Login Test - Carga Normal	612	END	1759980401193	1759980401533
USER	Login Test - Carga Pico	633	END	1759980401239	1759980401533
USER	Login Test - Carga Pico	653	START	1759980401564	1759980401564
REQUEST	632		Login Request	1759980401194	1759980401580	OK	 
USER	Login Test - Carga Pico	632	END	1759980401193	1759980401581
USER	Login Test - Carga Normal	640	START	1759980401592	1759980401592
USER	Login Test - Carga Pico	654	START	1759980401607	1759980401607
REQUEST	613		Login Request	1759980401255	1759980401608	OK	 
REQUEST	634		Login Request	1759980401275	1759980401608	OK	 
USER	Login Test - Carga Pico	634	END	1759980401274	1759980401608
USER	Login Test - Carga Normal	613	END	1759980401255	1759980401608
REQUEST	636		Login Request	1759980401365	1759980401650	OK	 
USER	Login Test - Carga Pico	636	END	1759980401364	1759980401651
USER	Login Test - Carga Pico	655	START	1759980401653	1759980401653
REQUEST	635		Login Request	1759980401332	1759980401656	OK	 
USER	Login Test - Carga Pico	635	END	1759980401332	1759980401656
USER	Login Test - Carga Normal	641	START	1759980401667	1759980401667
USER	Login Test - Carga Pico	656	START	1759980401697	1759980401697
REQUEST	614		Login Request	1759980401335	1759980401712	OK	 
USER	Login Test - Carga Normal	614	END	1759980401334	1759980401712
USER	Login Test - Carga Normal	642	START	1759980401743	1759980401743
USER	Login Test - Carga Pico	657	START	1759980401743	1759980401743
REQUEST	637		Login Request	1759980401423	1759980401753	OK	 
USER	Login Test - Carga Pico	637	END	1759980401422	1759980401753
REQUEST	615		Login Request	1759980401423	1759980401769	OK	 
USER	Login Test - Carga Normal	615	END	1759980401422	1759980401769
USER	Login Test - Carga Pico	658	START	1759980401775	1759980401775
REQUEST	639		Login Request	1759980401515	1759980401821	OK	 
USER	Login Test - Carga Normal	639	END	1759980401514	1759980401821
USER	Login Test - Carga Normal	643	START	1759980401822	1759980401822
USER	Login Test - Carga Pico	659	START	1759980401824	1759980401824
REQUEST	638		Login Request	1759980401455	1759980401838	OK	 
USER	Login Test - Carga Pico	638	END	1759980401454	1759980401839
USER	Login Test - Carga Pico	660	START	1759980401867	1759980401867
REQUEST	653		Login Request	1759980401565	1759980401898	OK	 
USER	Login Test - Carga Pico	653	END	1759980401564	1759980401898
USER	Login Test - Carga Normal	644	START	1759980401898	1759980401898
USER	Login Test - Carga Pico	661	START	1759980401914	1759980401914
REQUEST	640		Login Request	1759980401592	1759980401931	OK	 
USER	Login Test - Carga Normal	640	END	1759980401592	1759980401931
REQUEST	654		Login Request	1759980401608	1759980401955	OK	 
USER	Login Test - Carga Pico	654	END	1759980401607	1759980401955
USER	Login Test - Carga Pico	662	START	1759980401959	1759980401959
REQUEST	641		Login Request	1759980401668	1759980401965	OK	 
USER	Login Test - Carga Normal	641	END	1759980401667	1759980401965
USER	Login Test - Carga Normal	645	START	1759980401975	1759980401975
REQUEST	655		Login Request	1759980401653	1759980401980	OK	 
USER	Login Test - Carga Pico	655	END	1759980401653	1759980401981
REQUEST	656		Login Request	1759980401698	1759980401991	OK	 
USER	Login Test - Carga Pico	656	END	1759980401697	1759980401992
USER	Login Test - Carga Pico	663	START	1759980402005	1759980402005
USER	Login Test - Carga Pico	664	START	1759980402037	1759980402037
USER	Login Test - Carga Normal	646	START	1759980402052	1759980402052
REQUEST	658		Login Request	1759980401776	1759980402074	OK	 
USER	Login Test - Carga Pico	658	END	1759980401775	1759980402075
USER	Login Test - Carga Pico	665	START	1759980402084	1759980402084
REQUEST	657		Login Request	1759980401744	1759980402089	OK	 
USER	Login Test - Carga Pico	657	END	1759980401743	1759980402089
REQUEST	652		Login Request	1759980401515	1759980402095	OK	 
USER	Login Test - Carga Pico	652	END	1759980401514	1759980402096
REQUEST	642		Login Request	1759980401744	1759980402127	OK	 
USER	Login Test - Carga Normal	642	END	1759980401743	1759980402127
USER	Login Test - Carga Normal	647	START	1759980402129	1759980402129
USER	Login Test - Carga Pico	666	START	1759980402129	1759980402129
REQUEST	643		Login Request	1759980401822	1759980402152	OK	 
USER	Login Test - Carga Normal	643	END	1759980401822	1759980402153
REQUEST	659		Login Request	1759980401825	1759980402163	OK	 
USER	Login Test - Carga Pico	659	END	1759980401824	1759980402163
USER	Login Test - Carga Pico	667	START	1759980402176	1759980402176
USER	Login Test - Carga Normal	648	START	1759980402206	1759980402206
USER	Login Test - Carga Pico	668	START	1759980402223	1759980402223
REQUEST	644		Login Request	1759980401899	1759980402232	OK	 
USER	Login Test - Carga Normal	644	END	1759980401898	1759980402233
REQUEST	661		Login Request	1759980401914	1759980402243	OK	 
USER	Login Test - Carga Pico	661	END	1759980401914	1759980402244
REQUEST	660		Login Request	1759980401868	1759980402252	OK	 
USER	Login Test - Carga Pico	660	END	1759980401867	1759980402253
USER	Login Test - Carga Pico	669	START	1759980402254	1759980402254
REQUEST	645		Login Request	1759980401975	1759980402265	OK	 
USER	Login Test - Carga Normal	645	END	1759980401975	1759980402265
USER	Login Test - Carga Normal	649	START	1759980402284	1759980402284
REQUEST	663		Login Request	1759980402006	1759980402299	OK	 
USER	Login Test - Carga Pico	663	END	1759980402005	1759980402299
USER	Login Test - Carga Pico	670	START	1759980402315	1759980402315
USER	Login Test - Carga Pico	671	START	1759980402346	1759980402346
USER	Login Test - Carga Normal	650	START	1759980402361	1759980402361
REQUEST	665		Login Request	1759980402085	1759980402383	OK	 
USER	Login Test - Carga Pico	665	END	1759980402084	1759980402383
USER	Login Test - Carga Pico	672	START	1759980402392	1759980402392
REQUEST	664		Login Request	1759980402037	1759980402419	OK	 
USER	Login Test - Carga Pico	664	END	1759980402037	1759980402420
REQUEST	646		Login Request	1759980402052	1759980402431	OK	 
USER	Login Test - Carga Normal	646	END	1759980402052	1759980402432
USER	Login Test - Carga Normal	651	START	1759980402437	1759980402437
USER	Login Test - Carga Pico	673	START	1759980402437	1759980402437
USER	Login Test - Carga Pico	688	START	1759980402454	1759980402454
REQUEST	647		Login Request	1759980402129	1759980402459	OK	 
USER	Login Test - Carga Normal	647	END	1759980402129	1759980402460
REQUEST	667		Login Request	1759980402177	1759980402470	OK	 
USER	Login Test - Carga Pico	667	END	1759980402176	1759980402470
USER	Login Test - Carga Normal	674	START	1759980402484	1759980402484
USER	Login Test - Carga Pico	689	START	1759980402498	1759980402498
REQUEST	666		Login Request	1759980402129	1759980402519	OK	 
USER	Login Test - Carga Pico	666	END	1759980402129	1759980402519
REQUEST	648		Login Request	1759980402207	1759980402552	OK	 
USER	Login Test - Carga Normal	648	END	1759980402206	1759980402553
USER	Login Test - Carga Normal	675	START	1759980402559	1759980402559
USER	Login Test - Carga Pico	690	START	1759980402559	1759980402559
REQUEST	668		Login Request	1759980402223	1759980402563	OK	 
USER	Login Test - Carga Pico	668	END	1759980402223	1759980402563
REQUEST	669		Login Request	1759980402255	1759980402588	OK	 
USER	Login Test - Carga Pico	669	END	1759980402254	1759980402589
USER	Login Test - Carga Pico	691	START	1759980402590	1759980402590
REQUEST	649		Login Request	1759980402284	1759980402615	OK	 
USER	Login Test - Carga Normal	649	END	1759980402284	1759980402615
USER	Login Test - Carga Normal	676	START	1759980402624	1759980402624
USER	Login Test - Carga Pico	692	START	1759980402624	1759980402624
REQUEST	662		Login Request	1759980401959	1759980402644	OK	 
USER	Login Test - Carga Pico	662	END	1759980401959	1759980402645
REQUEST	670		Login Request	1759980402315	1759980402652	OK	 
USER	Login Test - Carga Pico	670	END	1759980402315	1759980402653
USER	Login Test - Carga Pico	693	START	1759980402682	1759980402682
REQUEST	671		Login Request	1759980402346	1759980402686	OK	 
USER	Login Test - Carga Pico	671	END	1759980402346	1759980402687
USER	Login Test - Carga Normal	677	START	1759980402698	1759980402698
USER	Login Test - Carga Pico	694	START	1759980402714	1759980402714
REQUEST	673		Login Request	1759980402438	1759980402722	OK	 
USER	Login Test - Carga Pico	673	END	1759980402437	1759980402722
REQUEST	672		Login Request	1759980402393	1759980402727	OK	 
USER	Login Test - Carga Pico	672	END	1759980402392	1759980402728
REQUEST	688		Login Request	1759980402454	1759980402745	OK	 
USER	Login Test - Carga Pico	688	END	1759980402454	1759980402746
USER	Login Test - Carga Pico	695	START	1759980402759	1759980402759
REQUEST	651		Login Request	1759980402438	1759980402763	OK	 
USER	Login Test - Carga Normal	651	END	1759980402437	1759980402764
USER	Login Test - Carga Normal	678	START	1759980402789	1759980402789
USER	Login Test - Carga Pico	696	START	1759980402805	1759980402805
REQUEST	689		Login Request	1759980402499	1759980402839	OK	 
USER	Login Test - Carga Pico	689	END	1759980402498	1759980402840
USER	Login Test - Carga Pico	697	START	1759980402852	1759980402852
USER	Login Test - Carga Normal	679	START	1759980402852	1759980402852
REQUEST	674		Login Request	1759980402485	1759980402858	OK	 
USER	Login Test - Carga Normal	674	END	1759980402484	1759980402859
USER	Login Test - Carga Pico	698	START	1759980402898	1759980402898
USER	Login Test - Carga Normal	680	START	1759980402914	1759980402914
REQUEST	690		Login Request	1759980402560	1759980402915	OK	 
USER	Login Test - Carga Pico	690	END	1759980402559	1759980402916
REQUEST	691		Login Request	1759980402591	1759980402925	OK	 
REQUEST	692		Login Request	1759980402625	1759980402925	OK	 
USER	Login Test - Carga Pico	692	END	1759980402624	1759980402925
USER	Login Test - Carga Pico	691	END	1759980402590	1759980402925
REQUEST	675		Login Request	1759980402560	1759980402943	OK	 
USER	Login Test - Carga Normal	675	END	1759980402559	1759980402944
USER	Login Test - Carga Pico	699	START	1759980402943	1759980402943
REQUEST	676		Login Request	1759980402625	1759980402962	OK	 
USER	Login Test - Carga Normal	676	END	1759980402624	1759980402962
USER	Login Test - Carga Pico	700	START	1759980402974	1759980402974
USER	Login Test - Carga Normal	681	START	1759980402989	1759980402989
USER	Login Test - Carga Pico	701	START	1759980403024	1759980403024
REQUEST	694		Login Request	1759980402715	1759980403047	OK	 
USER	Login Test - Carga Pico	694	END	1759980402714	1759980403047
USER	Login Test - Carga Normal	682	START	1759980403054	1759980403054
REQUEST	650		Login Request	1759980402362	1759980403055	OK	 
USER	Login Test - Carga Normal	650	END	1759980402361	1759980403056
USER	Login Test - Carga Pico	702	START	1759980403066	1759980403066
REQUEST	693		Login Request	1759980402683	1759980403068	OK	 
USER	Login Test - Carga Pico	693	END	1759980402682	1759980403069
REQUEST	677		Login Request	1759980402698	1759980403071	OK	 
USER	Login Test - Carga Normal	677	END	1759980402698	1759980403072
REQUEST	695		Login Request	1759980402760	1759980403101	OK	 
USER	Login Test - Carga Pico	695	END	1759980402759	1759980403102
USER	Login Test - Carga Pico	703	START	1759980403112	1759980403112
USER	Login Test - Carga Normal	683	START	1759980403128	1759980403128
REQUEST	696		Login Request	1759980402805	1759980403148	OK	 
USER	Login Test - Carga Pico	696	END	1759980402805	1759980403149
USER	Login Test - Carga Pico	704	START	1759980403158	1759980403158
REQUEST	678		Login Request	1759980402790	1759980403174	OK	 
USER	Login Test - Carga Normal	678	END	1759980402789	1759980403174
REQUEST	697		Login Request	1759980402852	1759980403197	OK	 
REQUEST	679		Login Request	1759980402852	1759980403197	OK	 
USER	Login Test - Carga Pico	697	END	1759980402852	1759980403198
USER	Login Test - Carga Normal	679	END	1759980402852	1759980403198
REQUEST	680		Login Request	1759980402915	1759980403202	OK	 
USER	Login Test - Carga Normal	680	END	1759980402914	1759980403203
USER	Login Test - Carga Pico	705	START	1759980403204	1759980403204
USER	Login Test - Carga Normal	684	START	1759980403204	1759980403204
REQUEST	698		Login Request	1759980402898	1759980403234	OK	 
USER	Login Test - Carga Pico	706	START	1759980403234	1759980403234
USER	Login Test - Carga Pico	698	END	1759980402898	1759980403235
USER	Login Test - Carga Normal	685	START	1759980403280	1759980403280
USER	Login Test - Carga Pico	707	START	1759980403284	1759980403284
REQUEST	699		Login Request	1759980402944	1759980403312	OK	 
USER	Login Test - Carga Pico	699	END	1759980402943	1759980403313
USER	Login Test - Carga Pico	708	START	1759980403326	1759980403326
REQUEST	682		Login Request	1759980403055	1759980403334	OK	 
USER	Login Test - Carga Normal	682	END	1759980403054	1759980403335
REQUEST	700		Login Request	1759980402975	1759980403343	OK	 
USER	Login Test - Carga Pico	700	END	1759980402974	1759980403344
USER	Login Test - Carga Normal	686	START	1759980403344	1759980403344
USER	Login Test - Carga Pico	709	START	1759980403373	1759980403373
REQUEST	681		Login Request	1759980402990	1759980403386	OK	 
USER	Login Test - Carga Normal	681	END	1759980402989	1759980403386
REQUEST	702		Login Request	1759980403067	1759980403404	OK	 
USER	Login Test - Carga Pico	702	END	1759980403066	1759980403404
USER	Login Test - Carga Normal	687	START	1759980403419	1759980403419
USER	Login Test - Carga Pico	710	START	1759980403419	1759980403419
REQUEST	683		Login Request	1759980403128	1759980403457	OK	 
USER	Login Test - Carga Normal	683	END	1759980403128	1759980403458
USER	Login Test - Carga Pico	711	START	1759980403464	1759980403464
USER	Login Test - Carga Normal	712	START	1759980403484	1759980403484
REQUEST	704		Login Request	1759980403158	1759980403490	OK	 
USER	Login Test - Carga Pico	704	END	1759980403158	1759980403491
REQUEST	703		Login Request	1759980403113	1759980403494	OK	 
USER	Login Test - Carga Pico	703	END	1759980403112	1759980403494
REQUEST	622		Login Request	1759980400735	1759980403518	OK	 
USER	Login Test - Carga Pico	622	END	1759980400734	1759980403519
USER	Login Test - Carga Pico	726	START	1759980403525	1759980403525
REQUEST	684		Login Request	1759980403204	1759980403548	OK	 
USER	Login Test - Carga Normal	684	END	1759980403204	1759980403549
USER	Login Test - Carga Pico	727	START	1759980403557	1759980403557
USER	Login Test - Carga Normal	713	START	1759980403557	1759980403557
REQUEST	706		Login Request	1759980403235	1759980403566	OK	 
USER	Login Test - Carga Pico	706	END	1759980403234	1759980403567
REQUEST	705		Login Request	1759980403204	1759980403588	OK	 
USER	Login Test - Carga Pico	705	END	1759980403204	1759980403589
USER	Login Test - Carga Pico	728	START	1759980403602	1759980403602
REQUEST	685		Login Request	1759980403280	1759980403620	OK	 
USER	Login Test - Carga Normal	685	END	1759980403280	1759980403620
USER	Login Test - Carga Normal	714	START	1759980403633	1759980403633
REQUEST	686		Login Request	1759980403345	1759980403640	OK	 
USER	Login Test - Carga Normal	686	END	1759980403344	1759980403640
USER	Login Test - Carga Pico	729	START	1759980403648	1759980403648
REQUEST	707		Login Request	1759980403285	1759980403668	OK	 
USER	Login Test - Carga Pico	707	END	1759980403284	1759980403669
USER	Login Test - Carga Pico	730	START	1759980403684	1759980403684
USER	Login Test - Carga Normal	715	START	1759980403695	1759980403695
REQUEST	710		Login Request	1759980403419	1759980403713	OK	 
REQUEST	708		Login Request	1759980403327	1759980403713	OK	 
USER	Login Test - Carga Pico	710	END	1759980403419	1759980403714
USER	Login Test - Carga Pico	708	END	1759980403326	1759980403714
USER	Login Test - Carga Pico	731	START	1759980403725	1759980403725
REQUEST	711		Login Request	1759980403465	1759980403752	OK	 
USER	Login Test - Carga Pico	711	END	1759980403464	1759980403752
REQUEST	709		Login Request	1759980403374	1759980403759	OK	 
USER	Login Test - Carga Pico	709	END	1759980403373	1759980403760
REQUEST	687		Login Request	1759980403419	1759980403770	OK	 
USER	Login Test - Carga Normal	687	END	1759980403419	1759980403770
USER	Login Test - Carga Pico	732	START	1759980403772	1759980403772
USER	Login Test - Carga Normal	716	START	1759980403772	1759980403772
USER	Login Test - Carga Pico	733	START	1759980403804	1759980403804
REQUEST	726		Login Request	1759980403526	1759980403817	OK	 
USER	Login Test - Carga Pico	726	END	1759980403525	1759980403818
USER	Login Test - Carga Normal	717	START	1759980403849	1759980403849
USER	Login Test - Carga Pico	734	START	1759980403849	1759980403849
REQUEST	712		Login Request	1759980403485	1759980403883	OK	 
USER	Login Test - Carga Normal	712	END	1759980403484	1759980403883
REQUEST	727		Login Request	1759980403557	1759980403887	OK	 
USER	Login Test - Carga Pico	727	END	1759980403557	1759980403888
REQUEST	713		Login Request	1759980403557	1759980403892	OK	 
USER	Login Test - Carga Normal	713	END	1759980403557	1759980403892
USER	Login Test - Carga Pico	735	START	1759980403897	1759980403897
USER	Login Test - Carga Normal	718	START	1759980403914	1759980403914
REQUEST	728		Login Request	1759980403603	1759980403935	OK	 
USER	Login Test - Carga Pico	728	END	1759980403602	1759980403936
USER	Login Test - Carga Pico	736	START	1759980403943	1759980403943
USER	Login Test - Carga Pico	737	START	1759980403975	1759980403975
REQUEST	729		Login Request	1759980403649	1759980403980	OK	 
USER	Login Test - Carga Pico	729	END	1759980403648	1759980403980
REQUEST	714		Login Request	1759980403633	1759980403981	OK	 
USER	Login Test - Carga Normal	714	END	1759980403633	1759980403981
USER	Login Test - Carga Normal	719	START	1759980403990	1759980403990
REQUEST	730		Login Request	1759980403685	1759980404013	OK	 
USER	Login Test - Carga Pico	730	END	1759980403684	1759980404013
USER	Login Test - Carga Pico	738	START	1759980404020	1759980404020
USER	Login Test - Carga Pico	739	START	1759980404054	1759980404054
USER	Login Test - Carga Normal	720	START	1759980404054	1759980404054
REQUEST	731		Login Request	1759980403726	1759980404067	OK	 
USER	Login Test - Carga Pico	731	END	1759980403725	1759980404068
USER	Login Test - Carga Pico	740	START	1759980404097	1759980404097
REQUEST	716		Login Request	1759980403773	1759980404108	OK	 
USER	Login Test - Carga Normal	716	END	1759980403772	1759980404109
USER	Login Test - Carga Normal	721	START	1759980404128	1759980404128
REQUEST	733		Login Request	1759980403805	1759980404144	OK	 
USER	Login Test - Carga Pico	741	START	1759980404144	1759980404144
USER	Login Test - Carga Pico	733	END	1759980403804	1759980404145
REQUEST	732		Login Request	1759980403773	1759980404148	OK	 
USER	Login Test - Carga Pico	732	END	1759980403772	1759980404148
REQUEST	735		Login Request	1759980403897	1759980404186	OK	 
USER	Login Test - Carga Pico	735	END	1759980403897	1759980404186
USER	Login Test - Carga Pico	742	START	1759980404191	1759980404191
USER	Login Test - Carga Normal	722	START	1759980404194	1759980404194
REQUEST	734		Login Request	1759980403850	1759980404197	OK	 
USER	Login Test - Carga Pico	734	END	1759980403849	1759980404198
USER	Login Test - Carga Pico	743	START	1759980404224	1759980404224
REQUEST	715		Login Request	1759980403695	1759980404229	OK	 
USER	Login Test - Carga Normal	715	END	1759980403695	1759980404230
REQUEST	717		Login Request	1759980403850	1759980404232	OK	 
USER	Login Test - Carga Normal	717	END	1759980403849	1759980404232
REQUEST	736		Login Request	1759980403943	1759980404237	OK	 
USER	Login Test - Carga Pico	736	END	1759980403943	1759980404238
USER	Login Test - Carga Normal	723	START	1759980404267	1759980404267
USER	Login Test - Carga Pico	744	START	1759980404267	1759980404267
REQUEST	719		Login Request	1759980403991	1759980404275	OK	 
USER	Login Test - Carga Normal	719	END	1759980403990	1759980404276
REQUEST	718		Login Request	1759980403915	1759980404299	OK	 
USER	Login Test - Carga Normal	718	END	1759980403914	1759980404299
REQUEST	737		Login Request	1759980403975	1759980404308	OK	 
USER	Login Test - Carga Pico	737	END	1759980403975	1759980404309
USER	Login Test - Carga Pico	745	START	1759980404313	1759980404313
USER	Login Test - Carga Pico	746	START	1759980404344	1759980404344
REQUEST	720		Login Request	1759980404055	1759980404346	OK	 
USER	Login Test - Carga Normal	720	END	1759980404054	1759980404346
USER	Login Test - Carga Normal	724	START	1759980404357	1759980404357
REQUEST	738		Login Request	1759980404021	1759980404360	OK	 
USER	Login Test - Carga Pico	738	END	1759980404020	1759980404360
USER	Login Test - Carga Pico	747	START	1759980404394	1759980404394
REQUEST	721		Login Request	1759980404129	1759980404418	OK	 
USER	Login Test - Carga Normal	721	END	1759980404128	1759980404418
USER	Login Test - Carga Pico	748	START	1759980404435	1759980404435
USER	Login Test - Carga Normal	725	START	1759980404435	1759980404435
REQUEST	739		Login Request	1759980404055	1759980404442	OK	 
USER	Login Test - Carga Pico	739	END	1759980404054	1759980404443
REQUEST	539		Login Request	1759980398903	1759980404456	OK	 
USER	Login Test - Carga Normal	539	END	1759980398902	1759980404457
REQUEST	556		Login Request	1759980398905	1759980404462	OK	 
USER	Login Test - Carga Pico	556	END	1759980398904	1759980404463
REQUEST	740		Login Request	1759980404098	1759980404473	OK	 
USER	Login Test - Carga Pico	740	END	1759980404097	1759980404474
USER	Login Test - Carga Pico	764	START	1759980404483	1759980404483
USER	Login Test - Carga Normal	749	START	1759980404499	1759980404499
USER	Login Test - Carga Pico	765	START	1759980404514	1759980404514
REQUEST	743		Login Request	1759980404225	1759980404522	OK	 
USER	Login Test - Carga Pico	743	END	1759980404224	1759980404523
REQUEST	742		Login Request	1759980404191	1759980404534	OK	 
USER	Login Test - Carga Pico	742	END	1759980404191	1759980404535
REQUEST	722		Login Request	1759980404195	1759980404535	OK	 
USER	Login Test - Carga Normal	722	END	1759980404194	1759980404536
REQUEST	741		Login Request	1759980404145	1759980404538	OK	 
USER	Login Test - Carga Pico	741	END	1759980404144	1759980404538
USER	Login Test - Carga Pico	766	START	1759980404560	1759980404560
USER	Login Test - Carga Normal	750	START	1759980404564	1759980404564
USER	Login Test - Carga Pico	767	START	1759980404594	1759980404594
REQUEST	723		Login Request	1759980404268	1759980404599	OK	 
USER	Login Test - Carga Normal	723	END	1759980404267	1759980404599
REQUEST	746		Login Request	1759980404345	1759980404628	OK	 
USER	Login Test - Carga Pico	746	END	1759980404344	1759980404629
USER	Login Test - Carga Normal	751	START	1759980404637	1759980404637
USER	Login Test - Carga Pico	768	START	1759980404637	1759980404637
REQUEST	744		Login Request	1759980404268	1759980404650	OK	 
USER	Login Test - Carga Pico	744	END	1759980404267	1759980404651
USER	Login Test - Carga Pico	769	START	1759980404684	1759980404684
REQUEST	745		Login Request	1759980404313	1759980404694	OK	 
USER	Login Test - Carga Pico	745	END	1759980404313	1759980404694
USER	Login Test - Carga Normal	752	START	1759980404697	1759980404697
REQUEST	724		Login Request	1759980404358	1759980404700	OK	 
USER	Login Test - Carga Normal	724	END	1759980404357	1759980404701
REQUEST	725		Login Request	1759980404436	1759980404712	OK	 
USER	Login Test - Carga Normal	725	END	1759980404435	1759980404713
REQUEST	747		Login Request	1759980404395	1759980404717	OK	 
USER	Login Test - Carga Pico	747	END	1759980404394	1759980404717
USER	Login Test - Carga Pico	770	START	1759980404727	1759980404727
USER	Login Test - Carga Pico	771	START	1759980404764	1759980404764
USER	Login Test - Carga Normal	753	START	1759980404764	1759980404764
USER	Login Test - Carga Pico	772	START	1759980404805	1759980404805
